repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,jurisdiction,incident_type,damage_severity,incident_state,incident_country,total_loss,liability_percentage,exposure_type,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type
9318,6753,7249,10,2537.46,2164.98,2823.96,2206.05,2026-02-05,2026-02-15,In Progress,Honda,CR-V,2013,Open,High,Weather Related,TX,Vehicle Accident,Moderate,TX,USA,False,94.78511980621299,Third Party Property Damage,Liability,Open,False,False,
9319,6753,7249,10,2293.83,2312.72,2289.08,2154.77,2026-02-05,2026-02-15,Scheduled,Honda,CR-V,2013,Open,High,Weather Related,TX,Vehicle Accident,Moderate,TX,USA,False,94.78511980621299,Third Party Property Damage,Liability,Open,False,False,
9320,6753,7249,10,1604.11,1390.47,1816.54,1360.27,2026-02-05,2026-02-15,Completed,Honda,CR-V,2013,Open,High,Weather Related,TX,Vehicle Accident,Moderate,TX,USA,False,94.78511980621299,Third Party Property Damage,Liability,Open,False,False,
9321,6754,3356,147,1598.02,1538.41,1453.54,1444.91,2025-10-03,2025-10-07,Completed,Chevrolet,Silverado,2017,Open,High,Rear-end Collision,NY,Vehicle Accident,Minor,NY,USA,False,83.23516120960569,First Party Collision,Collision,Open,False,False,
9322,6755,7300,8,3777.99,3413.79,3462.7,3308.73,2026-01-10,2026-01-29,Completed,Ford,Focus,2023,Open,Low,Head-on Collision,FL,Weather Damage,Severe,FL,USA,False,62.6779294866496,First Party Collision,Comprehensive,Open,True,False,
9323,6756,2106,212,3518.0,3277.74,3907.46,3173.2,2026-04-04,2026-04-13,Completed,Honda,CR-V,2021,Open,High,Side Impact,NJ,Vehicle Accident,Moderate,NJ,USA,False,68.18953110186757,First Party Collision,Collision,Open,True,False,
9324,6757,3021,217,2384.29,2140.24,2241.79,2127.56,2026-05-08,2026-05-19,Completed,Honda,Civic,2014,Open,Low,Weather Related,FL,Vehicle Accident,Moderate,FL,USA,False,88.08809745191624,Third Party Property Damage,Liability,Closed,False,False,
9325,6758,1676,192,2702.34,2340.95,2801.82,2182.41,2026-07-06,2026-07-10,In Progress,BMW,X5,2022,Closed,High,Parking Lot Incident,NJ,Vehicle Accident,Minor,NJ,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
9326,6759,665,205,2679.78,2643.97,2549.27,2474.15,2026-01-18,2026-01-25,Completed,Tesla,Model 3,2022,Open,Low,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9327,6760,4613,173,1858.01,1846.29,1663.97,1626.13,2026-05-18,2026-05-30,Completed,Toyota,Corolla,2008,Open,Medium,Weather Related,OH,Weather Damage,Moderate,OH,USA,False,74.22544657804784,First Party Collision,Comprehensive,Closed,False,False,
9328,6760,4613,173,2211.09,2030.52,2220.46,2010.75,2026-05-18,2026-05-30,In Progress,Toyota,Corolla,2008,Open,Medium,Weather Related,OH,Weather Damage,Moderate,OH,USA,False,74.22544657804784,First Party Collision,Comprehensive,Closed,False,False,
9329,6761,885,102,888.19,855.21,903.51,854.28,2025-12-01,2025-12-05,Completed,Hyundai,Elantra,2008,Open,Low,Head-on Collision,GA,Vehicle Accident,Minor,GA,USA,False,67.40477285359445,First Party Collision,Collision,Open,False,False,
9330,6762,5690,178,3052.98,2763.29,2623.73,2611.58,2025-03-03,2025-03-16,Completed,Nissan,Altima,2021,Closed,Medium,Rear-end Collision,CA,Vehicle Accident,Moderate,CA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9331,6763,1890,175,8207.82,7953.67,7941.17,7782.5,2026-01-15,2026-02-14,Completed,Subaru,Outback,2025,Closed,Low,Rollover,NJ,Vehicle Accident,Total Loss,NJ,USA,True,71.93778930069175,Third Party Property Damage,Liability,Closed,False,False,
9332,6764,4035,130,5535.35,5631.09,15462.94488137871,5592.58,2025-03-26,2025-03-27,Completed,Hyundai,Elantra,2013,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Total Loss,CA,USA,True,60.51191015420673,Third Party Property Damage,Liability,Open,False,True,duration_mismatch
9333,6764,4035,130,5201.6,5101.88,5043.54,5150.28,2025-03-26,2025-04-23,Completed,Hyundai,Elantra,2013,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Total Loss,CA,USA,True,60.51191015420673,Third Party Property Damage,Liability,Open,False,False,
9334,6765,2222,154,983.95,952.36,903.74,908.96,2026-02-15,2026-02-16,Completed,Toyota,Corolla,2021,Open,Low,Side Impact,IL,Vehicle Accident,Minor,IL,USA,False,74.40943116786923,Third Party Property Damage,Liability,Closed,False,False,
9335,6766,1487,28,1369.89,1285.2,1259.51,1359.84,2026-05-21,2026-05-30,Completed,Ford,Focus,2024,Closed,Low,Rear-end Collision,NY,Vehicle Accident,Moderate,NY,USA,False,91.8987770413159,Third Party Property Damage,Liability,Closed,False,False,
9336,6767,1986,184,1122.1,1087.4,1331.93,1094.4,2025-10-30,2025-11-04,In Progress,Toyota,Corolla,2023,Open,Medium,Rear-end Collision,OH,Vehicle Accident,Minor,OH,USA,False,51.33311062799248,Third Party Property Damage,Liability,Closed,False,False,
9337,6768,3845,43,2122.11,1975.6,2237.66,1912.7,2025-01-12,2025-01-22,In Progress,Honda,Civic,2020,Closed,Medium,Parking Lot Incident,TX,Vehicle Accident,Moderate,TX,USA,False,100.0,First Party Collision,Collision,Closed,False,False,
9338,6769,5155,116,4728.4,4608.6,4396.26,4524.79,2025-04-19,2025-04-23,Completed,Tesla,Model 3,2015,Open,Medium,Weather Related,NY,Weather Damage,Moderate,NY,USA,False,85.50750619521898,First Party Collision,Comprehensive,Open,False,False,
9339,6770,3490,61,4998.57,4708.87,5243.3,4912.75,2026-06-03,2026-07-03,In Progress,Ford,Focus,2021,Open,Low,Side Impact,CA,Vehicle Accident,Total Loss,CA,USA,True,65.9592780304273,Third Party Property Damage,Liability,Open,True,False,
9340,6771,2635,212,17603.43,16620.13,19817.45,17153.1,2025-04-11,2025-05-14,Completed,Mercedes-Benz,C-Class,2020,Open,Medium,Weather Related,NC,Vehicle Accident,Total Loss,NC,USA,True,100.0,Third Party Property Damage,Liability,Closed,False,False,
9341,6772,3291,178,1428.45,1424.33,1556.22,1427.83,2025-05-23,2025-05-29,In Progress,Honda,Civic,2022,Open,Low,Side Impact,TX,Vehicle Accident,Moderate,TX,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9342,6773,7369,216,1288.58,1208.18,1295.95,1210.49,2026-04-10,2026-04-12,Completed,Jeep,Grand Cherokee,2017,Open,Medium,Hit and Run,GA,Parking Incident,Minor,GA,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9343,6773,7369,216,1620.13,1737.3,1537.06,1493.16,2026-04-10,2026-04-12,Completed,Jeep,Grand Cherokee,2017,Open,Medium,Hit and Run,GA,Parking Incident,Minor,GA,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9344,6774,6702,143,2501.83,2504.24,2616.18,2327.26,2025-08-31,2025-09-04,Completed,Mercedes-Benz,C-Class,2020,Closed,Low,Head-on Collision,CA,Vehicle Accident,Minor,CA,USA,False,60.77850301180118,First Party Collision,Collision,Under Review,False,False,
9345,6775,7200,25,1840.3,1932.03,1822.08,1809.76,2025-03-06,2025-03-08,Completed,Ford,F-150,2021,Open,Medium,Rear-end Collision,PA,Vandalism,Minor,PA,USA,False,95.06213601950623,First Party Collision,Comprehensive,Closed,False,False,
9346,6776,1087,79,4329.61,3883.56,4315.19,3799.37,2026-02-12,2026-03-02,Scheduled,Toyota,Corolla,2015,Open,Low,Side Impact,IL,Weather Damage,Severe,IL,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9347,6776,1087,79,3081.71,2893.08,3045.82,2783.91,2026-02-12,2026-03-02,Completed,Toyota,Corolla,2015,Open,Low,Side Impact,IL,Weather Damage,Severe,IL,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9348,6776,1087,79,3450.83,2945.88,3428.7,2941.03,2026-02-12,2026-03-02,Completed,Toyota,Corolla,2015,Open,Low,Side Impact,IL,Weather Damage,Severe,IL,USA,False,100.0,First Party Collision,Comprehensive,Open,False,False,
9349,6777,4756,91,875.9,744.14,900.25,742.81,2026-02-09,2026-02-14,Scheduled,Nissan,Altima,2010,Open,Low,Parking Lot Incident,PA,Vehicle Accident,Minor,PA,USA,False,77.1263810578788,Third Party Property Damage,Liability,Closed,False,False,
9350,6778,7768,50,6500.46,6411.96,6263.16,6373.38,2026-03-26,2026-04-11,In Progress,Ford,F-150,2008,Open,Medium,Rear-end Collision,FL,Vehicle Accident,Severe,FL,USA,False,91.60042216360645,Third Party Property Damage,Liability,Closed,False,False,
9351,6779,347,187,10484.18,9377.75,9936.65,9587.71,2025-07-30,2025-08-28,Completed,Chevrolet,Silverado,2014,Open,Medium,Head-on Collision,CA,Vehicle Accident,Total Loss,CA,USA,True,72.39438788056857,Third Party Property Damage,Liability,Closed,False,False,
9352,6780,6250,160,2603.45,2469.3,2801.35,2419.11,2025-06-26,2025-06-30,In Progress,Mercedes-Benz,C-Class,2019,Open,Low,Side Impact,GA,Vehicle Accident,Minor,GA,USA,False,100.0,First Party Collision,Collision,Open,False,False,
9353,6781,2818,37,1734.66,1635.28,1967.67,1593.89,2025-07-02,2025-07-08,Completed,Jeep,Grand Cherokee,2023,Open,Medium,Hit and Run,TX,Vehicle Accident,Minor,TX,USA,False,82.41400838072073,Third Party Property Damage,Liability,Open,False,False,
9354,6782,3170,206,2150.35,2030.41,2184.98,1921.84,2025-12-01,2025-12-05,Scheduled,Nissan,Altima,2011,Open,Medium,Parking Lot Incident,GA,Vehicle Accident,Moderate,GA,USA,False,86.74671812533724,Third Party Property Damage,Liability,Closed,False,False,
9355,6783,2666,66,1015.33,1009.5,1044.91,1045.61,2025-11-15,2025-11-16,Completed,Honda,CR-V,2011,Open,Low,Hit and Run,TX,Vehicle Accident,Minor,TX,USA,False,48.815569546914276,First Party Collision,Collision,Closed,False,False,
9356,6784,1104,90,1173.17,1144.6,1061.9,1048.23,2026-04-25,2026-04-26,In Progress,Honda,Civic,2018,Open,Low,Weather Related,NJ,Vandalism,Minor,NJ,USA,False,96.7518231531402,First Party Collision,Comprehensive,Open,False,False,
9357,6785,2242,15,1730.47,1672.94,1713.77,1590.31,2025-11-23,2025-11-30,Completed,Hyundai,Elantra,2024,Open,Medium,Head-on Collision,CA,Vehicle Accident,Moderate,CA,USA,False,100.0,Third Party Property Damage,Liability,Closed,True,False,
9358,6786,2317,21,984.48,883.68,851.23,850.23,2025-01-05,2025-01-08,In Progress,Honda,Civic,2021,Closed,Medium,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,63.31854313649655,Third Party Property Damage,Liability,Closed,False,False,
9359,6786,2317,21,942.42,903.0,859.43,928.25,2025-01-05,2025-01-08,Completed,Honda,Civic,2021,Closed,Medium,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,63.31854313649655,Third Party Property Damage,Liability,Closed,False,False,
9360,6787,43,107,1449.3,1369.96,1503.67,1412.93,2025-09-14,2025-09-24,Scheduled,Toyota,Corolla,2018,Closed,Medium,Parking Lot Incident,TX,Vehicle Accident,Moderate,TX,USA,False,100.0,First Party Collision,Collision,Open,False,False,
9361,6788,3904,202,727.49,704.25,776.7,694.06,2025-02-01,2025-02-05,Completed,Ford,Focus,2012,Open,Low,Side Impact,NJ,Vehicle Accident,Minor,NJ,USA,False,62.29282111386425,Third Party Property Damage,Liability,Closed,False,False,
9362,6789,376,106,779.25,720.52,679.91,686.0,2025-12-10,2025-12-11,Completed,Toyota,Corolla,2016,Closed,High,Head-on Collision,OH,Vehicle Accident,Minor,OH,USA,False,53.99951718744624,Third Party Property Damage,Liability,Open,False,False,
9363,6790,5914,4,2299.14,2339.46,2190.44,2084.73,2026-01-01,2026-01-03,Scheduled,Toyota,Camry,2016,Closed,Medium,Rollover,IL,Vehicle Accident,Moderate,IL,USA,False,58.8671790657925,Third Party Property Damage,Liability,Open,False,False,
9364,6791,4149,25,2244.74,2081.75,1974.69,1974.7,2025-08-26,2025-09-07,In Progress,Toyota,Corolla,2014,Closed,High,Head-on Collision,NY,Vehicle Accident,Moderate,NY,USA,False,83.11798474405367,Third Party Property Damage,Liability,Open,False,False,
9365,6792,5857,164,1499.58,1546.0,1448.48,1429.53,2025-04-14,2025-04-20,Completed,Nissan,Altima,2022,Closed,Low,Rear-end Collision,CA,Parking Incident,Moderate,CA,USA,False,71.36875856126935,First Party Collision,Comprehensive,Closed,True,False,
9366,6793,5419,220,1794.39,1675.77,2040.2,1690.52,2025-09-20,2025-10-02,Completed,Ford,Focus,2010,Closed,Medium,Weather Related,NJ,Weather Damage,Moderate,NJ,USA,False,81.49478808523398,First Party Collision,Comprehensive,Open,False,False,
9367,6794,4918,30,6908.05,6634.39,7256.89,6724.29,2026-03-29,2026-04-17,Scheduled,Honda,CR-V,2010,Open,Low,Weather Related,NJ,Parking Incident,Severe,NJ,USA,False,64.49824974744105,First Party Collision,Comprehensive,Closed,False,False,
9368,6795,7186,155,1824.73,1791.1,1887.0,1887.54,2025-08-16,2025-08-24,Completed,Honda,Civic,2025,Open,Medium,Rollover,CA,Vehicle Accident,Moderate,CA,USA,False,64.73209347605551,Third Party Property Damage,Liability,Closed,False,False,
9369,6796,2626,64,1961.83,1843.04,2121.78,1798.84,2025-12-05,2025-12-14,In Progress,Mercedes-Benz,C-Class,2023,Closed,Low,Rear-end Collision,PA,Parking Incident,Minor,PA,USA,False,72.39199266174012,First Party Collision,Comprehensive,Under Review,False,False,
9370,6797,7480,180,2210.94,1890.86,2374.58,1822.72,2025-09-20,2025-09-21,Completed,Tesla,Model 3,2018,Open,Low,Side Impact,NY,Vehicle Accident,Minor,NY,USA,False,91.73051043230382,Third Party Property Damage,Liability,Open,False,False,
9371,6797,7480,180,2603.36,2416.21,2514.42,2442.87,2025-09-20,2025-09-21,Completed,Tesla,Model 3,2018,Open,Low,Side Impact,NY,Vehicle Accident,Minor,NY,USA,False,91.73051043230382,Third Party Property Damage,Liability,Open,False,False,
9372,6798,4286,153,1029.09,918.32,1058.78,885.97,2025-06-08,2025-06-12,Completed,Honda,Civic,2008,Closed,Low,Parking Lot Incident,OH,Vehicle Accident,Minor,OH,USA,False,89.91738285890382,Third Party Property Damage,Liability,Closed,False,False,
9373,6799,755,10,1523.35,1433.73,1561.64,1445.02,2025-03-07,2025-03-09,Completed,Honda,CR-V,2019,Closed,High,Rollover,FL,Vehicle Accident,Minor,FL,USA,False,68.89964841058892,Third Party Property Damage,Liability,Open,False,False,
9374,6800,7664,36,4087.87,3890.15,3922.85,3897.09,2025-11-07,2025-11-27,Completed,Hyundai,Elantra,2017,Open,Low,Rear-end Collision,CA,Vehicle Accident,Severe,CA,USA,False,58.74731758085311,Third Party Property Damage,Liability,Open,False,False,
9375,6801,3049,47,5264.98,4921.25,4938.04,5227.99,2025-04-28,2025-05-05,Completed,BMW,X5,2021,Closed,Medium,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,95.85362964896454,Third Party Property Damage,Liability,Open,False,False,
9376,6801,3049,47,5831.3,5832.17,5396.35,5599.87,2025-04-28,2025-05-05,Completed,BMW,X5,2021,Closed,Medium,Rear-end Collision,IL,Vehicle Accident,Moderate,IL,USA,False,95.85362964896454,Third Party Property Damage,Liability,Open,False,False,
9377,6802,4061,72,2745.06,2707.66,3905.74,2734.92,2025-03-16,2025-03-24,Completed,Honda,CR-V,2012,Open,High,Rear-end Collision,CA,Vandalism,Moderate,CA,USA,False,72.9408845522852,First Party Collision,Comprehensive,Closed,True,False,
9378,6803,4136,141,4307.18,3738.64,4440.32,3821.19,2026-04-07,2026-04-22,In Progress,Toyota,Corolla,2021,Closed,Medium,Hit and Run,FL,Vehicle Accident,Severe,FL,USA,False,80.60980269138501,First Party Collision,Collision,Under Review,True,False,
9379,6803,4136,141,3786.94,3314.14,4181.46,3418.27,2026-04-07,2026-04-22,In Progress,Toyota,Corolla,2021,Closed,Medium,Hit and Run,FL,Vehicle Accident,Severe,FL,USA,False,80.60980269138501,First Party Collision,Collision,Under Review,True,False,
9380,6804,5339,142,4678.69,4639.37,4084.35,4158.75,2025-11-15,2025-12-08,Completed,Honda,Civic,2008,Closed,Medium,Side Impact,NY,Weather Damage,Severe,NY,USA,False,89.09622325622298,First Party Collision,Comprehensive,Closed,False,False,
9381,6804,5339,142,2933.55,2852.16,3027.42,3054.76,2025-11-15,2025-12-08,In Progress,Honda,Civic,2008,Closed,Medium,Side Impact,NY,Weather Damage,Severe,NY,USA,False,89.09622325622298,First Party Collision,Comprehensive,Closed,False,False,
9382,6805,1597,6,3532.33,3484.34,3584.04,3504.85,2026-02-06,2026-02-10,Completed,Ford,F-150,2018,Open,High,Weather Related,GA,Vehicle Accident,Moderate,GA,USA,False,86.86791499428789,First Party Collision,Collision,Closed,False,False,
9383,6806,1526,61,1035.48,929.59,1067.0,962.76,2025-12-17,2025-12-19,Completed,Ford,Focus,2009,Open,Low,Hit and Run,OH,Vandalism,Minor,OH,USA,False,74.52522103532725,First Party Collision,Comprehensive,Closed,False,False,
9384,6807,2956,101,1355.21,1293.92,2094.02,1290.87,2026-05-16,2026-05-23,In Progress,Chevrolet,Silverado,2012,Reopened,Low,Weather Related,CA,Vehicle Accident,Minor,CA,USA,False,99.74437625075622,Third Party Property Damage,Liability,Under Review,True,False,
9385,6808,3727,57,1266.9317682960268,1032.77,1674.120199777521,1369.0539190405823,2025-01-14,2025-01-20,Completed,Toyota,Corolla,2014,Open,Low,Head-on Collision,CA,Parking Incident,Minor,CA,USA,False,63.40558907495743,First Party Collision,Comprehensive,Closed,False,True,combo
9386,6809,1479,64,1707.14,1503.1,1691.76,1546.69,2025-12-06,2025-12-20,Completed,Toyota,Corolla,2023,Closed,Medium,Parking Lot Incident,OH,Vehicle Accident,Moderate,OH,USA,False,40.60762082901646,Third Party Property Damage,Liability,Open,False,False,
9387,6809,1479,64,2005.97,1999.51,1994.74,2026.85,2025-12-06,2025-12-20,Completed,Toyota,Corolla,2023,Closed,Medium,Parking Lot Incident,OH,Vehicle Accident,Moderate,OH,USA,False,40.60762082901646,Third Party Property Damage,Liability,Open,False,False,
9388,6810,4078,10,2734.66,2573.79,2927.74,2693.29,2025-05-06,2025-05-07,Completed,Tesla,Model 3,2024,Open,Medium,Rear-end Collision,CA,Parking Incident,Minor,CA,USA,False,100.0,First Party Collision,Comprehensive,Under Review,True,False,
9389,6811,4687,208,4977.87,4519.76,5562.98,4729.8,2025-11-13,2025-11-29,In Progress,Honda,CR-V,2014,Closed,Medium,Head-on Collision,NY,Vehicle Accident,Severe,NY,USA,False,68.01001228693494,Third Party Property Damage,Liability,Open,False,False,
9390,6812,1317,116,5133.69,4805.74,4797.6,4600.19,2025-03-19,2025-04-18,Completed,Hyundai,Elantra,2022,Closed,Low,Side Impact,NJ,Vehicle Accident,Total Loss,NJ,USA,True,61.374461119648366,First Party Collision,Collision,Closed,False,False,
9391,6812,1317,116,4938.36,4844.24,5516.62,4560.3,2025-03-19,2025-04-18,Completed,Hyundai,Elantra,2022,Closed,Low,Side Impact,NJ,Vehicle Accident,Total Loss,NJ,USA,True,61.374461119648366,First Party Collision,Collision,Closed,False,False,
9392,6813,6905,116,1483.3,1508.59,1594.61,1481.96,2025-09-23,2025-09-24,In Progress,Honda,CR-V,2008,Reopened,Medium,Hit and Run,NJ,Vandalism,Minor,NJ,USA,False,71.82107273120457,First Party Collision,Comprehensive,Closed,False,False,
9393,6814,17,154,1397.71,1258.77,1619.49,1218.62,2025-06-28,2025-07-08,Scheduled,Toyota,Camry,2010,Open,Low,Weather Related,IL,Vehicle Accident,Minor,IL,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
9394,6815,22,7,1349.76,1174.25,1327.89,1176.05,2025-08-31,2025-09-06,Completed,Toyota,Camry,2012,Open,Low,Rear-end Collision,CA,Vandalism,Minor,CA,USA,False,62.00295179254225,First Party Collision,Comprehensive,Closed,True,False,
9395,6815,22,7,1126.37,1079.09,1062.45,1118.0,2025-08-31,2025-09-06,Completed,Toyota,Camry,2012,Open,Low,Rear-end Collision,CA,Vandalism,Minor,CA,USA,False,62.00295179254225,First Party Collision,Comprehensive,Closed,True,False,
9396,6816,6009,155,2689.32,2509.68,2685.65,2622.83,2025-04-19,2025-04-25,In Progress,Honda,CR-V,2018,Open,Medium,Rear-end Collision,NY,Parking Incident,Moderate,NY,USA,False,75.43513917861931,First Party Collision,Comprehensive,Closed,False,False,
9397,6816,6009,155,2797.97,2876.08,2717.57,2807.77,2025-04-19,2025-04-25,Completed,Honda,CR-V,2018,Open,Medium,Rear-end Collision,NY,Parking Incident,Moderate,NY,USA,False,75.43513917861931,First Party Collision,Comprehensive,Closed,False,False,
9398,6817,1727,1,913.39,849.84,831.02,826.28,2025-11-13,2025-11-17,Completed,Hyundai,Elantra,2023,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,58.1568750853301,Third Party Property Damage,Liability,Closed,False,False,
9399,6817,1727,1,611.15,621.42,646.37,606.62,2025-11-13,2025-11-17,In Progress,Hyundai,Elantra,2023,Open,Medium,Rear-end Collision,CA,Vehicle Accident,Minor,CA,USA,False,58.1568750853301,Third Party Property Damage,Liability,Closed,False,False,
9400,6818,438,93,3226.3,2881.9,2655.72,2661.95,2025-03-02,2025-03-09,Completed,Ford,F-150,2023,Closed,Medium,Weather Related,GA,Vehicle Accident,Moderate,GA,USA,False,72.62457175369325,Third Party Property Damage,Liability,Open,False,False,
9401,6819,6745,64,2509.34,2263.09,2546.88,2356.67,2026-04-19,2026-04-26,Completed,Honda,CR-V,2021,Open,Low,Hit and Run,NY,Parking Incident,Moderate,NY,USA,False,86.43256061140386,First Party Collision,Comprehensive,Closed,False,False,
9402,6820,1561,60,889.0,879.53,842.32,812.52,2026-06-16,2026-06-17,In Progress,Toyota,Camry,2021,Closed,Low,Weather Related,PA,Vehicle Accident,Minor,PA,USA,False,100.0,Third Party Property Damage,Liability,Closed,False,False,
9403,6821,162,217,1660.22,1683.93,1491.77,1471.72,2025-05-17,2025-05-18,Completed,Ford,F-150,2012,Open,Low,Weather Related,PA,Parking Incident,Minor,PA,USA,False,100.0,First Party Collision,Comprehensive,Closed,False,False,
9404,6822,790,199,1570.95,1576.94,1493.71,1488.09,2026-06-21,2026-07-02,In Progress,Hyundai,Elantra,2019,Open,Medium,Rear-end Collision,FL,Weather Damage,Moderate,FL,USA,False,73.76307181108335,First Party Collision,Comprehensive,Under Review,False,False,
9405,6822,790,199,1790.5,1728.06,1762.18,1724.56,2026-06-21,2026-07-02,Completed,Hyundai,Elantra,2019,Open,Medium,Rear-end Collision,FL,Weather Damage,Moderate,FL,USA,False,73.76307181108335,First Party Collision,Comprehensive,Under Review,False,False,
9406,6823,1958,196,5207.15,4977.35,5034.53,4870.57,2025-11-13,2025-11-27,In Progress,Toyota,Camry,2022,Open,High,Weather Related,FL,Vehicle Accident,Severe,FL,USA,False,100.0,First Party Collision,Collision,Closed,False,False,
9407,6824,2225,1,9158.92,8967.29,10625.38,8966.51,2026-06-01,2026-07-03,Completed,Chevrolet,Silverado,2011,Open,Medium,Hit and Run,TX,Vehicle Accident,Total Loss,TX,USA,True,100.0,Third Party Property Damage,Liability,Open,False,False,
9408,6824,2225,1,9192.78,8748.36,7812.96,7677.21,2026-06-01,2026-07-03,Completed,Chevrolet,Silverado,2011,Open,Medium,Hit and Run,TX,Vehicle Accident,Total Loss,TX,USA,True,100.0,Third Party Property Damage,Liability,Open,False,False,
9409,6825,3392,16,894.03,943.0,890.45,887.29,2025-09-30,2025-10-02,In Progress,Hyundai,Elantra,2022,Closed,High,Side Impact,TX,Vehicle Accident,Minor,TX,USA,False,74.68331059987777,Third Party Property Damage,Liability,Open,False,False,
9410,6826,2844,99,6696.39,6249.83,11711.4,6104.77,2026-03-19,2026-04-18,Completed,Hyundai,Elantra,2018,Open,Medium,Parking Lot Incident,NY,Vehicle Accident,Total Loss,NY,USA,True,95.15788533456045,Third Party Property Damage,Liability,Open,False,False,
9411,6827,7349,20,2393.03,2198.27,2408.93,2284.64,2025-10-04,2025-10-12,Completed,Toyota,Camry,2017,Open,Low,Rear-end Collision,NY,Vandalism,Moderate,NY,USA,False,67.71710009815496,First Party Collision,Comprehensive,Closed,False,False,
9412,6828,4032,80,4831.11,4841.77,4283.88,4366.02,2026-04-26,2026-04-30,In Progress,Mercedes-Benz,C-Class,2019,Closed,Low,Rollover,TX,Vehicle Accident,Moderate,TX,USA,False,56.30549382190335,Third Party Property Damage,Liability,Closed,False,False,
9413,6829,193,125,2765.17,2915.76,2670.39,2555.22,2026-06-02,2026-06-05,In Progress,Nissan,Altima,2019,Open,Low,Head-on Collision,NY,Vehicle Accident,Moderate,NY,USA,False,100.0,First Party Collision,Collision,Closed,False,False,
9414,6830,6187,152,1693.21,1578.24,1626.74,1611.18,2025-03-07,2025-03-20,Completed,Ford,Focus,2015,Open,Low,Side Impact,IL,Vehicle Accident,Moderate,IL,USA,False,67.2029404759615,Third Party Property Damage,Liability,Closed,False,False,
9415,6831,1790,168,4965.25,4755.08,4792.52,4742.86,2026-04-16,2026-05-03,In Progress,Subaru,Outback,2023,Open,Low,Hit and Run,OH,Parking Incident,Severe,OH,USA,False,72.34306476451792,First Party Collision,Comprehensive,Closed,False,False,
9416,6831,1790,168,4371.07,4113.93,4502.68,4041.77,2026-04-16,2026-05-03,Completed,Subaru,Outback,2023,Open,Low,Hit and Run,OH,Parking Incident,Severe,OH,USA,False,72.34306476451792,First Party Collision,Comprehensive,Closed,False,False,
9417,6832,5188,23,2384.29,2265.63,2738.24,2276.68,2025-09-29,2025-10-07,Completed,Toyota,Camry,2008,Closed,Low,Rear-end Collision,FL,Vehicle Accident,Moderate,FL,USA,False,73.94469406502903,Third Party Property Damage,Liability,Open,True,False,
9418,6833,1049,34,1069.48,1081.35,1121.41,1117.71,2026-03-04,2026-03-09,Completed,Nissan,Altima,2021,Open,Low,Weather Related,CA,Weather Damage,Minor,CA,USA,False,55.271104715118256,First Party Collision,Comprehensive,Under Review,False,False,
9419,6833,1049,34,989.06,908.17,926.8,910.4,2026-03-04,2026-03-09,Completed,Nissan,Altima,2021,Open,Low,Weather Related,CA,Weather Damage,Minor,CA,USA,False,55.271104715118256,First Party Collision,Comprehensive,Under Review,False,False,
9420,6834,7484,40,1960.79,1718.59,1877.06,1742.43,2025-10-01,2025-10-07,Completed,Nissan,Altima,2012,Open,Low,Hit and Run,NY,Vehicle Accident,Moderate,NY,USA,False,99.9205905432055,First Party Collision,Collision,Closed,False,False,
9421,6835,7253,141,824.39,787.04,714.58,724.11,2026-03-08,2026-03-12,Completed,Ford,Focus,2017,Open,Low,Side Impact,PA,Vehicle Accident,Minor,PA,USA,False,100.0,Third Party Property Damage,Liability,Open,False,False,
9422,6836,4307,191,1026.46,931.05,1069.88,911.24,2025-09-07,2025-09-12,In Progress,Ford,Focus,2023,Open,High,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,57.422561899976635,First Party Collision,Collision,Open,False,False,
9423,6836,4307,191,1063.53,1040.94,941.47,959.8,2025-09-07,2025-09-12,Completed,Ford,Focus,2023,Open,High,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,57.422561899976635,First Party Collision,Collision,Open,False,False,
9424,6836,4307,191,974.16,837.09,1069.17,818.49,2025-09-07,2025-09-12,Completed,Ford,Focus,2023,Open,High,Rear-end Collision,NJ,Vehicle Accident,Minor,NJ,USA,False,57.422561899976635,First Party Collision,Collision,Open,False,False,
