line_item_id,claim_id,repair_id,vehicle_id,line_item_type,description,part_type,quantity,unit_cost,labor_hours,labor_rate,labor_type,line_total,part_action,part_action_is_synthetic
68009,6089,8468,3120,Part,Front Fender - Left,OEM,1.0,2667.2,,,,2667.2,Replaced,True
68010,6089,8468,3120,Labor,R&I / Replace - Front Fender - Left,,,,2.87,267.9,Body,767.92,,False
68011,6089,8468,3120,Paint Labor,Refinish - Front Fender - Left,,,,1.6,277.2,Paint,443.95,,False
68012,6089,8468,3120,Paint Materials,Paint Materials - Front Fender - Left,,1.0,249.92,,,,249.92,,False
68013,6089,8468,3120,Part,Grille,Reconditioned,1.0,761.71,,,,761.71,Repaired,True
68014,6089,8468,3120,Labor,R&I / Replace - Grille,,,,1.15,295.82,Body,341.18,,False
68015,6089,8468,3120,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,127.95,,,,127.95,,False
68016,6089,8468,3120,Administrative Fee,Shop Supplies / Admin Fee,,,394.59,,,,394.59,,False
68017,6089,8468,3120,Sales Tax,Sales Tax (NY 8.00%),,,496.07,,,,496.07,,False
68018,6090,8469,730,Part,Quarter Panel,OEM,1.0,2001.89,,,,2001.89,Replaced,True
68019,6090,8469,730,Labor,R&I / Replace - Quarter Panel,,,,4.8,159.77,Frame,767.69,,False
68020,6090,8469,730,Paint Labor,Refinish - Quarter Panel,,,,0.85,88.3,Paint,75.03,,False
68021,6090,8469,730,Paint Materials,Paint Materials - Quarter Panel,,1.0,42.19,,,,42.19,,False
68022,6090,8469,730,Administrative Fee,Shop Supplies / Admin Fee,,,160.49,,,,160.49,,False
68023,6090,8470,730,Part,Quarter Panel,OEM,1.0,939.95,,,,939.95,Replaced,True
68024,6090,8470,730,Labor,R&I / Replace - Quarter Panel,,,,4.66,82.09,Frame,382.63,,False
68025,6090,8470,730,Paint Labor,Refinish - Quarter Panel,,,,1.73,52.55,Paint,90.69,,False
68026,6090,8470,730,Paint Materials,Paint Materials - Quarter Panel,,1.0,53.73,,,,53.73,,False
68027,6090,8470,730,Part,Front Fender - Right,OEM,1.0,584.18,,,,584.18,Repaired,True
68028,6090,8470,730,Labor,R&I / Replace - Front Fender - Right,,,,1.3,47.62,Body,61.92,,False
68029,6090,8470,730,Paint Labor,Refinish - Front Fender - Right,,,,0.92,43.51,Paint,40.15,,False
68030,6090,8470,730,Paint Materials,Paint Materials - Front Fender - Right,,1.0,31.25,,,,31.25,,False
68031,6090,8470,730,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,113.0,,,,113.0,,False
68032,6090,8470,730,Administrative Fee,Shop Supplies / Admin Fee,,,174.01,,,,174.01,,False
68033,6090,8470,730,Sales Tax,Sales Tax (FL 6.00%),,,91.45,,,,91.45,,False
68034,6090,8471,730,Part,Front Fender - Right,Aftermarket,1.0,1514.45,,,,1514.45,Repaired,True
68035,6090,8471,730,Labor,R&I / Replace - Front Fender - Right,,,,1.1,233.8,Body,257.62,,False
68036,6090,8471,730,Paint Labor,Refinish - Front Fender - Right,,,,1.7,217.48,Paint,370.6,,False
68037,6090,8471,730,Paint Materials,Paint Materials - Front Fender - Right,,1.0,266.55,,,,266.55,,False
68038,6090,8471,730,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,124.62,,,,124.62,,False
68039,6091,8472,733,Part,Quarter Panel,Aftermarket,1.0,498.3,,,,498.3,Repaired,True
68040,6091,8472,733,Labor,R&I / Replace - Quarter Panel,,,,4.39,132.01,Frame,579.87,,False
68041,6091,8472,733,Paint Labor,Refinish - Quarter Panel,,,,1.73,65.68,Paint,113.54,,False
68042,6091,8472,733,Paint Materials,Paint Materials - Quarter Panel,,1.0,85.67,,,,85.67,,False
68043,6091,8472,733,Sales Tax,Sales Tax (NY 8.00%),,,39.86,,,,39.86,,False
68044,6092,8473,991,Part,Front Fender - Left,Reconditioned,1.0,972.82,,,,972.82,Repaired,True
68045,6092,8473,991,Labor,R&I / Replace - Front Fender - Left,,,,1.84,358.72,Body,658.69,,False
68046,6092,8473,991,Paint Labor,Refinish - Front Fender - Left,,,,1.42,368.29,Paint,524.62,,False
68047,6092,8473,991,Paint Materials,Paint Materials - Front Fender - Left,,1.0,330.46,,,,330.46,,False
68048,6092,8473,991,Towing,Flatbed Tow - 36mi,,1.0,322.61,,,,322.61,,False
68049,6092,8473,991,Rental/LOU,Rental Car - 6 days,,6.0,45.99,,,,275.91,,False
68050,6092,8473,991,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,96.25,,,,96.25,,False
68051,6092,8473,991,Administrative Fee,Shop Supplies / Admin Fee,,,94.11,,,,94.11,,False
68052,6092,8473,991,Sales Tax,Sales Tax (FL 6.00%),,,58.37,,,,58.37,,False
68053,6093,8474,6270,Part,Front Fender - Left,Aftermarket,1.0,922.32,,,,922.32,Reused,True
68054,6093,8474,6270,Labor,R&I / Replace - Front Fender - Left,,,,1.81,321.22,Body,582.33,,False
68055,6093,8474,6270,Paint Labor,Refinish - Front Fender - Left,,,,1.84,328.29,Paint,604.16,,False
68056,6093,8474,6270,Paint Materials,Paint Materials - Front Fender - Left,,1.0,333.59,,,,333.59,,False
68057,6093,8474,6270,Towing,Flatbed Tow - 12mi,,1.0,172.93,,,,172.93,,False
68058,6093,8474,6270,Administrative Fee,Shop Supplies / Admin Fee,,,77.24,,,,77.24,,False
68059,6093,8474,6270,Sales Tax,Sales Tax (FL 6.00%),,,55.34,,,,55.34,,False
68060,6094,8475,4685,Part,Front Fender - Left,Aftermarket,1.0,613.83,,,,613.83,Replaced,True
68061,6094,8475,4685,Labor,R&I / Replace - Front Fender - Left,,,,1.58,220.91,Body,348.08,,False
68062,6094,8475,4685,Paint Labor,Refinish - Front Fender - Left,,,,2.08,196.82,Paint,409.63,,False
68063,6094,8475,4685,Paint Materials,Paint Materials - Front Fender - Left,,1.0,227.65,,,,227.65,,False
68064,6094,8475,4685,Administrative Fee,Shop Supplies / Admin Fee,,,86.81,,,,86.81,,False
68065,6094,8475,4685,Sales Tax,Sales Tax (NY 8.00%),,,49.11,,,,49.11,,False
68066,6095,8476,5372,Part,Radiator Support,Aftermarket,1.0,8786.74,,,,8786.74,Replaced,True
68067,6095,8476,5372,Labor,R&I / Replace - Radiator Support,,,,7.16,1062.04,Mechanical,7607.25,,False
68068,6095,8476,5372,Rental/LOU,Rental Car - 12 days,,12.0,33.09,,,,397.11,,False
68069,6095,8476,5372,Administrative Fee,Shop Supplies / Admin Fee,,,1190.17,,,,1190.17,,False
68070,6096,8477,4689,Part,Front Fender - Left,Used/Recycled,1.0,915.48,,,,915.48,Replaced,True
68071,6096,8477,4689,Labor,R&I / Replace - Front Fender - Left,,,,1.0,227.99,Body,227.8,,False
68072,6096,8477,4689,Paint Labor,Refinish - Front Fender - Left,,,,0.66,218.65,Paint,143.42,,False
68073,6096,8477,4689,Paint Materials,Paint Materials - Front Fender - Left,,1.0,76.68,,,,76.68,,False
68074,6096,8477,4689,Rental/LOU,Rental Car - 1 days,,1.0,31.51,,,,31.51,,False
68075,6096,8477,4689,Administrative Fee,Shop Supplies / Admin Fee,,,32.09,,,,32.09,,False
68076,6096,8477,4689,Sales Tax,Sales Tax (CA 7.25%),,,66.37,,,,66.37,,False
68077,6096,8478,4689,Part,Front Fender - Left,OEM,1.0,1089.6,,,,1089.6,Repaired,True
68078,6096,8478,4689,Labor,R&I / Replace - Front Fender - Left,,,,1.05,192.13,Body,202.12,,False
68079,6096,8478,4689,Paint Labor,Refinish - Front Fender - Left,,,,0.72,171.08,Paint,123.46,,False
68080,6096,8478,4689,Paint Materials,Paint Materials - Front Fender - Left,,1.0,80.2,,,,80.2,,False
68081,6096,8478,4689,Storage,Storage - 1 days,,1.0,54.79,,,,54.79,,False
68082,6096,8478,4689,Administrative Fee,Shop Supplies / Admin Fee,,,29.35,,,,29.35,,False
68083,6096,8478,4689,Sales Tax,Sales Tax (CA 7.25%),,,79.0,,,,79.0,,False
68084,6096,8479,4689,Part,Front Fender - Left,Aftermarket,1.0,804.81,,,,804.81,Repaired,True
68085,6096,8479,4689,Labor,R&I / Replace - Front Fender - Left,,,,1.16,162.87,Body,189.1,,False
68086,6096,8479,4689,Paint Labor,Refinish - Front Fender - Left,,,,1.6,133.46,Paint,213.68,,False
68087,6096,8479,4689,Paint Materials,Paint Materials - Front Fender - Left,,1.0,154.26,,,,154.26,,False
68088,6096,8479,4689,Administrative Fee,Shop Supplies / Admin Fee,,,60.77,,,,60.77,,False
68089,6096,8479,4689,Sales Tax,Sales Tax (CA 7.25%),,,58.35,,,,58.35,,False
68090,6097,8480,5774,Part,Door Panel - Passenger,Aftermarket,1.0,930.62,,,,930.62,Replaced,True
68091,6097,8480,5774,Labor,R&I / Replace - Door Panel - Passenger,,,,4.91,162.04,Body,795.05,,False
68092,6097,8480,5774,Paint Labor,Refinish - Door Panel - Passenger,,,,1.13,142.43,Paint,160.89,,False
68093,6097,8480,5774,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,102.36,,,,102.36,,False
68094,6097,8480,5774,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,130.36,,,,130.36,,False
68095,6097,8480,5774,Administrative Fee,Shop Supplies / Admin Fee,,,154.31,,,,154.31,,False
68096,6097,8480,5774,Sales Tax,Sales Tax (GA 4.00%),,,37.22,,,,37.22,,False
68097,6098,8481,2763,Part,Headlight Assembly - Right,Aftermarket,1.0,774.54,,,,774.54,Replaced,True
68098,6098,8481,2763,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.4,290.89,Body,117.28,,False
68099,6098,8481,2763,Storage,Storage - 4 days,,4.0,68.77,,,,275.07,,False
68100,6098,8481,2763,Administrative Fee,Shop Supplies / Admin Fee,,,66.55,,,,66.55,,False
68101,6098,8481,2763,Sales Tax,Sales Tax (IL 6.25%),,,48.41,,,,48.41,,False
68102,6098,8482,2763,Part,Headlight Assembly - Right,OEM,1.0,745.08,,,,745.08,Repaired,True
68103,6098,8482,2763,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.46,158.83,Body,72.81,,False
68104,6098,8482,2763,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,91.59,,,,91.59,,False
68105,6098,8482,2763,Administrative Fee,Shop Supplies / Admin Fee,,,28.8,,,,28.8,,False
68106,6098,8482,2763,Sales Tax,Sales Tax (IL 6.25%),,,46.57,,,,46.57,,False
68107,6099,8483,1734,Part,Front Fender - Left,Aftermarket,1.0,306.5,,,,306.5,Repaired,True
68108,6099,8483,1734,Labor,R&I / Replace - Front Fender - Left,,,,1.01,78.7,Body,79.13,,False
68109,6099,8483,1734,Paint Labor,Refinish - Front Fender - Left,,,,0.92,65.56,Paint,60.46,,False
68110,6099,8483,1734,Paint Materials,Paint Materials - Front Fender - Left,,1.0,46.77,,,,46.77,,False
68111,6099,8483,1734,Part,Door Panel - Driver,Aftermarket,1.0,404.78,,,,404.78,Reused,True
68112,6099,8483,1734,Labor,R&I / Replace - Door Panel - Driver,,,,2.72,75.85,Body,206.33,,False
68113,6099,8483,1734,Paint Labor,Refinish - Door Panel - Driver,,,,0.96,78.15,Paint,75.36,,False
68114,6099,8483,1734,Paint Materials,Paint Materials - Door Panel - Driver,,1.0,46.72,,,,46.72,,False
68115,6099,8483,1734,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,131.93,,,,131.93,,False
68116,6099,8483,1734,Administrative Fee,Shop Supplies / Admin Fee,,,86.7,,,,86.7,,False
68117,6099,8483,1734,Sales Tax,Sales Tax (NJ 6.60%),,,46.94,,,,46.94,,False
68118,6099,8484,1734,Part,Door Panel - Driver,Aftermarket,1.0,750.61,,,,750.61,Repaired,True
68119,6099,8484,1734,Labor,R&I / Replace - Door Panel - Driver,,,,2.99,113.71,Body,340.31,,False
68120,6099,8484,1734,Paint Labor,Refinish - Door Panel - Driver,,,,1.4,96.6,Paint,135.58,,False
68121,6099,8484,1734,Paint Materials,Paint Materials - Door Panel - Driver,,1.0,102.24,,,,102.24,,False
68122,6099,8484,1734,Towing,Flatbed Tow - 30mi,,1.0,330.39,,,,330.39,,False
68123,6099,8484,1734,Rental/LOU,Rental Car - 2 days,,2.0,52.28,,,,104.56,,False
68124,6099,8484,1734,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,85.77,,,,85.77,,False
68125,6099,8484,1734,Administrative Fee,Shop Supplies / Admin Fee,,,30.82,,,,30.82,,False
68126,6099,8484,1734,Sales Tax,Sales Tax (NJ 6.60%),,,49.54,,,,49.54,,False
68127,6100,8485,2483,Part,Rear Bumper Cover,Used/Recycled,1.0,311.43,,,,311.43,Repaired,True
68128,6100,8485,2483,Labor,R&I / Replace - Rear Bumper Cover,,,,1.49,171.77,Body,255.33,,False
68129,6100,8485,2483,Paint Labor,Refinish - Rear Bumper Cover,,,,0.58,144.81,Paint,84.56,,False
68130,6100,8485,2483,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,56.86,,,,56.86,,False
68131,6100,8485,2483,Rental/LOU,Rental Car - 10 days,,10.0,28.95,,,,289.5,,False
68132,6100,8485,2483,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,147.94,,,,147.94,,False
68133,6100,8485,2483,Administrative Fee,Shop Supplies / Admin Fee,,,48.88,,,,48.88,,False
68134,6100,8485,2483,Sales Tax,Sales Tax (TX 6.25%),,,19.46,,,,19.46,,False
68135,6101,8486,84,Part,Rear Bumper Cover,Used/Recycled,1.0,263.46,,,,263.46,Replaced,True
68136,6101,8486,84,Labor,R&I / Replace - Rear Bumper Cover,,,,2.85,98.96,Body,281.58,,False
68137,6101,8486,84,Paint Labor,Refinish - Rear Bumper Cover,,,,2.97,77.36,Paint,229.41,,False
68138,6101,8486,84,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,160.86,,,,160.86,,False
68139,6101,8486,84,Part,Tail Light Assembly,OEM,1.0,373.75,,,,373.75,Replaced,True
68140,6101,8486,84,Labor,R&I / Replace - Tail Light Assembly,,,,1.15,94.8,Body,108.63,,False
68141,6101,8486,84,Part,Quarter Panel,OEM,1.0,1112.21,,,,1112.21,Replaced,True
68142,6101,8486,84,Labor,R&I / Replace - Quarter Panel,,,,9.32,154.96,Frame,1444.5,,False
68143,6101,8486,84,Paint Labor,Refinish - Quarter Panel,,,,3.78,74.9,Paint,283.31,,False
68144,6101,8486,84,Paint Materials,Paint Materials - Quarter Panel,,1.0,241.71,,,,241.71,,False
68145,6101,8486,84,Administrative Fee,Shop Supplies / Admin Fee,,,240.13,,,,240.13,,False
68146,6101,8486,84,Sales Tax,Sales Tax (NY 8.00%),,,139.95,,,,139.95,,False
68147,6102,8487,1532,Part,Rear Bumper Cover,Aftermarket,1.0,261.32,,,,261.32,Repaired,True
68148,6102,8487,1532,Labor,R&I / Replace - Rear Bumper Cover,,,,3.59,71.21,Body,255.51,,False
68149,6102,8487,1532,Paint Labor,Refinish - Rear Bumper Cover,,,,1.29,67.37,Paint,86.75,,False
68150,6102,8487,1532,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,65.45,,,,65.45,,False
68151,6102,8487,1532,Part,Quarter Panel,OEM,1.0,703.48,,,,703.48,Replaced,True
68152,6102,8487,1532,Labor,R&I / Replace - Quarter Panel,,,,11.77,124.51,Frame,1465.44,,False
68153,6102,8487,1532,Paint Labor,Refinish - Quarter Panel,,,,1.68,62.74,Paint,105.37,,False
68154,6102,8487,1532,Paint Materials,Paint Materials - Quarter Panel,,1.0,72.89,,,,72.89,,False
68155,6102,8487,1532,Part,Tail Light Assembly,OEM,1.0,206.07,,,,206.07,Replaced,True
68156,6102,8487,1532,Labor,R&I / Replace - Tail Light Assembly,,,,0.73,81.48,Body,59.88,,False
68157,6102,8487,1532,Towing,Flatbed Tow - 33mi,,1.0,361.51,,,,361.51,,False
68158,6102,8487,1532,Rental/LOU,Rental Car - 15 days,,15.0,36.14,,,,542.07,,False
68159,6102,8487,1532,Administrative Fee,Shop Supplies / Admin Fee,,,150.18,,,,150.18,,False
68160,6102,8487,1532,Sales Tax,Sales Tax (FL 6.00%),,,70.25,,,,70.25,,False
68161,6103,8488,2591,Part,Headlight Assembly - Right,Aftermarket,1.0,2793.21,,,,2793.21,Repaired,True
68162,6103,8488,2591,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.64,690.52,Body,439.7,,False
68163,6103,8488,2591,Towing,Flatbed Tow - 29mi,,1.0,294.31,,,,294.31,,False
68164,6103,8488,2591,Sales Tax,Sales Tax (CA 7.25%),,,202.51,,,,202.51,,False
68165,6103,8489,2591,Part,Headlight Assembly - Left,Used/Recycled,1.0,1180.91,,,,1180.91,Repaired,True
68166,6103,8489,2591,Labor,R&I / Replace - Headlight Assembly - Left,,,,0.84,398.72,Body,334.49,,False
68167,6103,8489,2591,Part,Headlight Assembly - Right,Aftermarket,1.0,1970.43,,,,1970.43,Replaced,True
68168,6103,8489,2591,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.5,516.33,Body,255.62,,False
68169,6103,8489,2591,Towing,Flatbed Tow - 14mi,,1.0,177.2,,,,177.2,,False
68170,6103,8489,2591,Rental/LOU,Rental Car - 4 days,,4.0,36.24,,,,144.98,,False
68171,6103,8489,2591,Administrative Fee,Shop Supplies / Admin Fee,,,48.04,,,,48.04,,False
68172,6103,8489,2591,Sales Tax,Sales Tax (CA 7.25%),,,228.47,,,,228.47,,False
68173,6103,8490,2591,Part,Front Bumper Cover,Aftermarket,1.0,743.3,,,,743.3,Repaired,True
68174,6103,8490,2591,Labor,R&I / Replace - Front Bumper Cover,,,,1.92,105.7,Body,202.77,,False
68175,6103,8490,2591,Paint Labor,Refinish - Front Bumper Cover,,,,1.84,93.28,Paint,171.9,,False
68176,6103,8490,2591,Paint Materials,Paint Materials - Front Bumper Cover,,1.0,113.26,,,,113.26,,False
68177,6103,8490,2591,Part,Hood,Reconditioned,1.0,708.82,,,,708.82,Replaced,True
68178,6103,8490,2591,Labor,R&I / Replace - Hood,,,,1.36,112.37,Body,152.99,,False
68179,6103,8490,2591,Paint Labor,Refinish - Hood,,,,2.06,100.64,Paint,207.33,,False
68180,6103,8490,2591,Paint Materials,Paint Materials - Hood,,1.0,117.62,,,,117.62,,False
68181,6103,8490,2591,Part,Headlight Assembly - Right,OEM,1.0,674.27,,,,674.27,Replaced,True
68182,6103,8490,2591,Labor,R&I / Replace - Headlight Assembly - Right,,,,0.55,130.33,Body,71.81,,False
68183,6103,8490,2591,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,133.84,,,,133.84,,False
68184,6103,8490,2591,Administrative Fee,Shop Supplies / Admin Fee,,,228.5,,,,228.5,,False
68185,6103,8490,2591,Sales Tax,Sales Tax (CA 7.25%),,,154.16,,,,154.16,,False
68186,6104,8491,3722,Part,Quarter Panel,OEM,1.0,741.74,,,,741.74,Replaced,True
68187,6104,8491,3722,Labor,R&I / Replace - Quarter Panel,,,,8.23,136.8,Frame,1125.63,,False
68188,6104,8491,3722,Paint Labor,Refinish - Quarter Panel,,,,3.93,78.46,Paint,308.12,,False
68189,6104,8491,3722,Paint Materials,Paint Materials - Quarter Panel,,1.0,231.63,,,,231.63,,False
68190,6104,8491,3722,Part,Door Panel - Passenger,OEM,1.0,661.21,,,,661.21,Reused,True
68191,6104,8491,3722,Labor,R&I / Replace - Door Panel - Passenger,,,,6.54,90.33,Body,590.74,,False
68192,6104,8491,3722,Paint Labor,Refinish - Door Panel - Passenger,,,,3.55,73.25,Paint,260.09,,False
68193,6104,8491,3722,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,167.12,,,,167.12,,False
68194,6104,8491,3722,Towing,Flatbed Tow - 37mi,,1.0,321.01,,,,321.01,,False
68195,6104,8491,3722,Storage,Storage - 8 days,,8.0,43.43,,,,347.45,,False
68196,6104,8491,3722,Administrative Fee,Shop Supplies / Admin Fee,,,56.69,,,,56.69,,False
68197,6104,8491,3722,Sales Tax,Sales Tax (CA 7.25%),,,101.71,,,,101.71,,False
68198,6105,8492,4139,Part,Door Panel - Passenger,Used/Recycled,1.0,176.13,,,,176.13,Replaced,True
68199,6105,8492,4139,Labor,R&I / Replace - Door Panel - Passenger,,,,3.13,49.42,Body,154.71,,False
68200,6105,8492,4139,Paint Labor,Refinish - Door Panel - Passenger,,,,2.36,46.7,Paint,110.02,,False
68201,6105,8492,4139,Paint Materials,Paint Materials - Door Panel - Passenger,,1.0,62.85,,,,62.85,,False
68202,6105,8492,4139,Part,Front Fender - Right,OEM,1.0,224.83,,,,224.83,Replaced,True
68203,6105,8492,4139,Labor,R&I / Replace - Front Fender - Right,,,,2.19,54.72,Body,119.66,,False
68204,6105,8492,4139,Paint Labor,Refinish - Front Fender - Right,,,,2.42,48.48,Paint,117.12,,False
68205,6105,8492,4139,Paint Materials,Paint Materials - Front Fender - Right,,1.0,70.87,,,,70.87,,False
68206,6105,8492,4139,Part,Quarter Panel,OEM,1.0,432.21,,,,432.21,Replaced,True
68207,6105,8492,4139,Labor,R&I / Replace - Quarter Panel,,,,8.52,80.18,Frame,683.16,,False
68208,6105,8492,4139,Paint Labor,Refinish - Quarter Panel,,,,1.47,50.48,Paint,74.05,,False
68209,6105,8492,4139,Paint Materials,Paint Materials - Quarter Panel,,1.0,52.18,,,,52.18,,False
68210,6105,8492,4139,Towing,Flatbed Tow - 21mi,,1.0,204.41,,,,204.41,,False
68211,6105,8492,4139,Storage,Storage - 2 days,,2.0,54.27,,,,108.54,,False
68212,6105,8492,4139,Rental/LOU,Rental Car - 4 days,,4.0,52.62,,,,210.49,,False
68213,6105,8492,4139,Administrative Fee,Shop Supplies / Admin Fee,,,49.28,,,,49.28,,False
68214,6105,8492,4139,Sales Tax,Sales Tax (CA 7.25%),,,60.4,,,,60.4,,False
68215,6105,8493,4139,Part,Front Fender - Right,Aftermarket,1.0,972.32,,,,972.32,Repaired,True
68216,6105,8493,4139,Labor,R&I / Replace - Front Fender - Right,,,,1.84,350.73,Body,645.89,,False
68217,6105,8493,4139,Paint Labor,Refinish - Front Fender - Right,,,,1.18,297.84,Paint,351.63,,False
68218,6105,8493,4139,Paint Materials,Paint Materials - Front Fender - Right,,1.0,205.67,,,,205.67,,False
68219,6105,8493,4139,Storage,Storage - 4 days,,4.0,62.94,,,,251.75,,False
68220,6105,8493,4139,Rental/LOU,Rental Car - 6 days,,6.0,42.49,,,,254.93,,False
68221,6105,8493,4139,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,105.82,,,,105.82,,False
68222,6105,8493,4139,Sales Tax,Sales Tax (CA 7.25%),,,70.49,,,,70.49,,False
68223,6106,8494,3924,Part,Rear Bumper Cover,Aftermarket,1.0,214.32,,,,214.32,Replaced,True
68224,6106,8494,3924,Labor,R&I / Replace - Rear Bumper Cover,,,,1.91,53.27,Body,101.81,,False
68225,6106,8494,3924,Paint Labor,Refinish - Rear Bumper Cover,,,,1.99,45.09,Paint,89.93,,False
68226,6106,8494,3924,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,74.98,,,,74.98,,False
68227,6106,8494,3924,Part,Tail Light Assembly,OEM,1.0,154.15,,,,154.15,Replaced,True
68228,6106,8494,3924,Labor,R&I / Replace - Tail Light Assembly,,,,0.52,62.22,Body,32.51,,False
68229,6106,8494,3924,Part,Quarter Panel,Aftermarket,1.0,370.64,,,,370.64,Replaced,True
68230,6106,8494,3924,Labor,R&I / Replace - Quarter Panel,,,,8.02,94.74,Frame,759.63,,False
68231,6106,8494,3924,Paint Labor,Refinish - Quarter Panel,,,,0.88,44.77,Paint,39.59,,False
68232,6106,8494,3924,Paint Materials,Paint Materials - Quarter Panel,,1.0,27.67,,,,27.67,,False
68233,6106,8494,3924,Towing,Flatbed Tow - 26mi,,1.0,242.37,,,,242.37,,False
68234,6106,8494,3924,Rental/LOU,Rental Car - 5 days,,5.0,34.59,,,,172.93,,False
68235,6106,8494,3924,Administrative Fee,Shop Supplies / Admin Fee,,,64.4,,,,64.4,,False
68236,6106,8494,3924,Sales Tax,Sales Tax (NJ 6.60%),,,48.78,,,,48.78,,False
68237,6106,8495,3924,Part,Rear Bumper Cover,OEM,1.0,360.83,,,,360.83,Repaired,True
68238,6106,8495,3924,Labor,R&I / Replace - Rear Bumper Cover,,,,1.95,65.32,Body,127.6,,False
68239,6106,8495,3924,Paint Labor,Refinish - Rear Bumper Cover,,,,1.04,61.71,Paint,63.94,,False
68240,6106,8495,3924,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,39.12,,,,39.12,,False
68241,6106,8495,3924,Part,Quarter Panel,Used/Recycled,1.0,334.23,,,,334.23,Replaced,True
68242,6106,8495,3924,Labor,R&I / Replace - Quarter Panel,,,,6.9,123.38,Frame,851.1,,False
68243,6106,8495,3924,Paint Labor,Refinish - Quarter Panel,,,,1.91,67.55,Paint,128.91,,False
68244,6106,8495,3924,Paint Materials,Paint Materials - Quarter Panel,,1.0,76.6,,,,76.6,,False
68245,6106,8495,3924,Towing,Flatbed Tow - 20mi,,1.0,254.1,,,,254.1,,False
68246,6106,8495,3924,Storage,Storage - 3 days,,3.0,62.1,,,,186.31,,False
68247,6106,8495,3924,Rental/LOU,Rental Car - 6 days,,6.0,36.15,,,,216.87,,False
68248,6106,8495,3924,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,100.87,,,,100.87,,False
68249,6106,8495,3924,Administrative Fee,Shop Supplies / Admin Fee,,,103.68,,,,103.68,,False
68250,6106,8495,3924,Sales Tax,Sales Tax (NJ 6.60%),,,45.87,,,,45.87,,False
68251,6106,8496,3924,Part,Rear Bumper Cover,OEM,1.0,909.65,,,,909.65,Repaired,True
68252,6106,8496,3924,Labor,R&I / Replace - Rear Bumper Cover,,,,1.93,147.82,Body,284.83,,False
68253,6106,8496,3924,Paint Labor,Refinish - Rear Bumper Cover,,,,2.34,148.42,Paint,346.88,,False
68254,6106,8496,3924,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,243.11,,,,243.11,,False
68255,6106,8496,3924,Towing,Flatbed Tow - 10mi,,1.0,164.22,,,,164.22,,False
68256,6106,8496,3924,Rental/LOU,Rental Car - 5 days,,5.0,30.91,,,,154.56,,False
68257,6106,8496,3924,Administrative Fee,Shop Supplies / Admin Fee,,,123.1,,,,123.1,,False
68258,6106,8496,3924,Sales Tax,Sales Tax (NJ 6.60%),,,60.04,,,,60.04,,False
68259,6107,8497,4680,Part,Windshield,OEM,1.0,1417.1,,,,1417.1,Replaced,True
68260,6107,8497,4680,Labor,R&I / Replace - Windshield,,,,1.56,333.7,Glass,520.63,,False
68261,6107,8497,4680,Part,Rear Bumper Cover,Aftermarket,1.0,940.68,,,,940.68,Replaced,True
68262,6107,8497,4680,Labor,R&I / Replace - Rear Bumper Cover,,,,2.83,316.47,Body,895.86,,False
68263,6107,8497,4680,Paint Labor,Refinish - Rear Bumper Cover,,,,2.5,232.72,Paint,581.27,,False
68264,6107,8497,4680,Paint Materials,Paint Materials - Rear Bumper Cover,,1.0,352.37,,,,352.37,,False
68265,6107,8497,4680,Towing,Flatbed Tow - 19mi,,1.0,225.62,,,,225.62,,False
68266,6107,8497,4680,Storage,Storage - 8 days,,8.0,47.02,,,,376.18,,False
68267,6107,8497,4680,Rental/LOU,Rental Car - 14 days,,14.0,48.14,,,,674.02,,False
68268,6107,8497,4680,Diagnostic Scan,Pre/Post-Repair Scan,,1.0,146.23,,,,146.23,,False
68269,6107,8497,4680,ADAS Calibration,ADAS Calibration - Forward Camera/Radar,,1.0,440.9,,,,440.9,,False
68270,6107,8497,4680,Administrative Fee,Shop Supplies / Admin Fee,,,39.21,,,,39.21,,False
68271,6107,8497,4680,Sales Tax,Sales Tax (IL 6.25%),,,147.36,,,,147.36,,False
68272,6108,8498,3200,Part,Front Bumper Cover,Aftermarket,1.0,398.26,,,,398.26,Replaced,True
