repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,incident_type,damage_severity,incident_state,liability_percentage,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type,vehicle_claim_count,repair_duration_days,vehicle_age,invoice_vs_estimate_ratio,invoice_vs_approved_ratio,duplicate_flag
10915,7915,6364,13,5406.24,5353.19,4995.51,5054.42,2025-08-11,2025-08-29,In Progress,Honda,CR-V,2008,Open,Medium,Weather Related,Vehicle Accident,Severe,NJ,53.24483918321222,Liability,Closed,False,False,,1,18,18,0.9240266802805648,0.9331837651942114,False
10916,7916,4663,187,12358.32,12423.56,12385.4,11921.42,2025-07-19,2025-08-07,In Progress,BMW,X5,2013,Open,Low,Rear-end Collision,Vehicle Accident,Severe,NJ,92.98336747179565,Liability,Open,True,False,,5,19,13,1.0021912363492773,0.9969284166535196,False
10917,7916,4663,187,9068.85,8727.16,9553.51,9053.83,2025-07-19,2025-08-07,In Progress,BMW,X5,2013,Open,Low,Rear-end Collision,Vehicle Accident,Severe,NJ,92.98336747179565,Liability,Open,True,False,,5,19,13,1.053442277686807,1.0946871605424904,False
10918,7916,4663,187,11389.81,10188.11,11346.47,9814.96,2025-07-19,2025-08-07,Scheduled,BMW,X5,2013,Open,Low,Rear-end Collision,Vehicle Accident,Severe,NJ,92.98336747179565,Liability,Open,True,False,,5,19,13,0.996194844338931,1.1136972411958646,False
10919,7917,19,5,3161.69,3007.8,3017.91,3097.27,2025-08-31,2025-09-22,In Progress,Hyundai,Elantra,2022,Closed,Low,Parking Lot Incident,Vehicle Accident,Severe,NJ,92.38023046072702,Liability,Closed,False,False,,1,22,4,0.9545243208537205,1.0033612607221223,False
10920,7918,707,206,1237.78,1219.53,1155.45,1118.17,2026-02-24,2026-02-27,Completed,Nissan,Altima,2017,Closed,Low,Weather Related,Vehicle Accident,Minor,TX,77.26376227863936,Liability,Open,False,False,,1,3,9,0.9334857567580669,0.9474551671545596,False
10921,7918,707,206,1160.11,1088.65,1205.02,1112.35,2026-02-24,2026-02-27,In Progress,Nissan,Altima,2017,Closed,Low,Weather Related,Vehicle Accident,Minor,TX,77.26376227863936,Liability,Open,False,False,,1,3,9,1.0387118462904381,1.106893859367106,False
10923,7920,2100,2,8159.91,8310.31,7637.9,7308.24,2025-06-25,2025-07-12,Completed,Mercedes-Benz,C-Class,2018,Open,High,Rear-end Collision,Vehicle Accident,Severe,TX,69.9817370313818,Liability,Closed,False,False,,1,17,8,0.9360274806952528,0.9190872542660864,False
10925,7922,3127,87,777.71,797.85,805.02,811.78,2025-07-12,2025-07-13,Completed,Hyundai,Elantra,2014,Open,Low,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Under Review,False,False,,1,1,12,1.035115917244217,1.0089866516262456,False
10926,7922,3127,87,902.68,867.63,917.37,872.19,2025-07-12,2025-07-13,Completed,Hyundai,Elantra,2014,Open,Low,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Under Review,False,False,,1,1,12,1.0162737625736695,1.0573285847653955,False
10931,7925,7753,42,1039.89,940.81,1066.1,952.59,2025-02-22,2025-02-23,Completed,Toyota,Corolla,2023,Reopened,Medium,Hit and Run,Vehicle Accident,Minor,PA,88.22812120089957,Liability,Under Review,False,False,,1,1,3,1.0252045889469077,1.1331724790340238,False
10932,7926,144,129,1039.14,1019.77,950.77,933.41,2025-07-29,2025-08-01,Completed,Honda,Civic,2022,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,NJ,75.62634418839292,Liability,Closed,True,False,,2,3,4,0.9149585233943452,0.9323376839875658,False
10933,7926,144,129,666.56,667.25,679.74,668.85,2025-07-29,2025-08-01,Completed,Honda,Civic,2022,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,NJ,75.62634418839292,Liability,Closed,True,False,,2,3,4,1.019773163706193,1.0187186212064443,False
10934,7927,397,77,1287.48,1165.59,1313.05,1211.28,2025-01-15,2025-01-17,Completed,Honda,CR-V,2014,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,100.0,Liability,Open,False,False,,1,2,12,1.0198605026874203,1.1265110373287348,False
10935,7928,1139,49,4290.45,4031.3,5019.75,4050.12,2026-01-21,2026-02-09,In Progress,Honda,Civic,2011,Open,Medium,Side Impact,Vehicle Accident,Severe,TX,85.37715848517257,Liability,Open,False,False,,1,19,15,1.1699821697024788,1.2451938580606752,False
10937,7930,4023,45,6027.22,4952.36,6497.49,5150.66,2025-05-10,2025-05-17,In Progress,BMW,X5,2016,Closed,High,Side Impact,Vehicle Accident,Moderate,NY,97.46765814572016,Liability,Open,False,False,,1,7,10,1.078024362807397,1.3119987238407547,False
10938,7931,7072,115,4717.72,4658.94,4038.88,4113.39,2025-03-21,2025-04-19,Completed,Honda,Civic,2008,Closed,Medium,Parking Lot Incident,Vehicle Accident,Total Loss,NY,74.09074123233725,Liability,Open,False,False,,1,29,18,0.8561084591709555,0.8669096403903035,False
10939,7932,1677,73,1964.91,1947.96,1872.01,1854.38,2026-04-29,2026-05-07,In Progress,Hyundai,Elantra,2014,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,86.30643642635725,Liability,Under Review,False,False,,1,8,12,0.9527204808362724,0.9610104930286043,False
10940,7933,6784,93,2388.92,2288.33,2223.91,2227.8,2025-08-20,2025-08-30,Completed,BMW,3 Series,2020,Closed,Low,Hit and Run,Vehicle Accident,Minor,GA,69.19136531898428,Liability,Open,True,False,,4,10,6,0.930926946067679,0.9718484659118222,False
10941,7934,3490,157,3947.02,3692.73,3549.98,3554.73,2026-04-05,2026-04-22,Completed,Ford,Focus,2021,Open,Low,Weather Related,Vehicle Accident,Severe,GA,100.0,Liability,Closed,True,False,,3,17,5,0.8994076543822935,0.9613429630652661,False
10949,7941,5333,27,3999.25,3740.02,4093.96,3441.39,2025-06-09,2025-06-27,Completed,Jeep,Grand Cherokee,2015,Reopened,Medium,Weather Related,Vehicle Accident,Severe,FL,90.94151939614645,Liability,Closed,False,False,,1,18,11,1.0236819403638182,1.094635857562259,False
10950,7941,5333,27,5154.76,5131.52,5265.11,5475.47,2025-06-09,2025-06-27,Completed,Jeep,Grand Cherokee,2015,Reopened,Medium,Weather Related,Vehicle Accident,Severe,FL,90.94151939614645,Liability,Closed,False,False,,1,18,11,1.0214073982105858,1.0260332221252182,False
10952,7943,6368,39,1315.49,1276.5,1320.17,1199.06,2026-06-20,2026-06-21,In Progress,Honda,CR-V,2013,Open,Medium,Side Impact,Vehicle Accident,Minor,TX,89.87792116846552,Liability,Closed,False,False,,1,1,13,1.0035576097119705,1.0342107324716021,False
10953,7943,6368,39,2401.284331346114,1110.56,2507.1337227905897,961.73,2026-06-20,2026-06-21,In Progress,Honda,CR-V,2013,Open,Medium,Side Impact,Vehicle Accident,Minor,TX,89.87792116846552,Liability,Closed,False,True,estimate_inflate,1,1,13,1.0440803240427337,2.2575400903963674,False
10954,7943,6368,39,1081.38,1014.18,1198.68,995.12,2026-06-20,2026-06-21,Completed,Honda,CR-V,2013,Open,Medium,Side Impact,Vehicle Accident,Minor,TX,89.87792116846552,Liability,Closed,False,False,,1,1,13,1.1084725073517172,1.1819203691652371,False
10955,7944,7127,144,1217.04,1194.52,1144.74,1136.78,2026-06-08,2026-06-12,In Progress,Nissan,Altima,2015,Open,Medium,Side Impact,Vehicle Accident,Minor,CA,99.38144358655742,Liability,Open,False,False,,1,4,11,0.9405935712877145,0.958326357030439,False
10961,7948,6628,93,1257.84,1110.97,1306.81,1135.84,2026-01-24,2026-01-26,Scheduled,Toyota,Corolla,2024,Closed,Medium,Hit and Run,Vehicle Accident,Minor,CA,86.68567735646468,Liability,Open,False,False,,1,2,2,1.0389318196272976,1.176278387355194,False
10967,7953,4894,82,5684.44,5624.62,5691.72,5712.22,2025-12-17,2025-12-26,Completed,Tesla,Model 3,2009,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,51.56343360285176,Liability,Open,False,False,,1,9,17,1.00128068903885,1.0119296948060492,True
10968,7953,4894,82,4757.35,4498.58,4610.36,4461.28,2025-12-17,2025-12-26,Completed,Tesla,Model 3,2009,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,51.56343360285176,Liability,Open,False,False,,1,9,17,0.9691025465858092,1.0248478408742314,False
10969,7953,4894,82,5939.03,5622.86,5686.49,5753.44,2025-12-17,2025-12-26,In Progress,Tesla,Model 3,2009,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,51.56343360285176,Liability,Open,False,False,,1,9,17,0.9574779046409936,1.0113163052254548,True
10970,7954,6191,74,1065.79,1033.24,1063.59,1021.96,2025-10-22,2025-10-23,Completed,Ford,Focus,2015,Reopened,Low,Parking Lot Incident,Vehicle Accident,Minor,IL,100.0,Liability,Open,False,False,,1,1,11,0.9979358034884921,1.0293736208431727,True
10971,7954,6191,74,1075.14,1044.18,1034.12,997.6,2025-10-22,2025-10-23,In Progress,Ford,Focus,2015,Reopened,Low,Parking Lot Incident,Vehicle Accident,Minor,IL,100.0,Liability,Open,False,False,,1,1,11,0.961846829250144,0.9903656457698863,True
10972,7955,5469,147,2056.55,1874.99,1882.27,1927.21,2025-03-27,2025-04-04,Completed,Nissan,Altima,2025,Open,High,Weather Related,Vehicle Accident,Moderate,FL,100.0,Liability,Closed,True,False,,2,8,1,0.9152561328438403,1.0038826873743327,False
10974,7957,3206,164,2318.0,2146.85,7042.984269737521,2099.09,2026-06-11,2026-06-23,Completed,Ford,F-150,2019,Open,Medium,Parking Lot Incident,Vehicle Accident,Moderate,IL,100.0,Liability,Closed,False,True,invoice_spike,1,12,7,3.0383883821128217,3.2806131167699286,False
10975,7957,3206,164,3854.27,3556.66,3513.51,3355.12,2026-06-11,2026-06-23,Completed,Ford,F-150,2019,Open,Medium,Parking Lot Incident,Vehicle Accident,Moderate,IL,100.0,Liability,Closed,False,False,,1,12,7,0.9115889649661285,0.9878678310549787,False
10977,7959,2063,184,2432.09,2254.91,2211.47,2293.5,2026-06-07,2026-06-13,In Progress,Honda,Civic,2012,Closed,Medium,Weather Related,Vehicle Accident,Moderate,FL,97.60938521768234,Liability,Open,False,False,,1,6,14,0.9092878964183068,0.9807353730304091,False
10982,7962,3438,163,5424.59,5349.72,5654.3,5118.97,2025-06-04,2025-06-21,Completed,Honda,CR-V,2020,Open,Medium,Rear-end Collision,Vehicle Accident,Severe,CA,90.99079821713114,Liability,Open,False,False,,1,17,6,1.0423460574900592,1.056933820835483,False
10983,7963,7179,13,995.31,967.98,1022.69,1002.21,2025-12-26,2026-01-03,Completed,Toyota,Camry,2009,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,75.66235832620005,Liability,Open,False,False,,1,8,17,1.0275090172910955,1.0565197628050167,False
10984,7963,7179,13,1304.56,1246.93,1415.86,1240.98,2025-12-26,2026-01-03,Completed,Toyota,Camry,2009,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,75.66235832620005,Liability,Open,False,False,,1,8,17,1.0853161219108358,1.13547673085097,False
10985,7964,3389,180,1420.28,1441.61,1620.55,1457.12,2026-04-01,2026-04-02,Completed,Chevrolet,Silverado,2025,Reopened,Medium,Rear-end Collision,Vehicle Accident,Minor,CA,79.7209635524514,Liability,Open,False,False,,1,1,1,1.141007406990171,1.1241251101199354,True
10986,7964,3389,180,1379.7,1372.18,1620.19,1381.8,2026-04-01,2026-04-02,Completed,Chevrolet,Silverado,2025,Reopened,Medium,Rear-end Collision,Vehicle Accident,Minor,CA,79.7209635524514,Liability,Open,False,False,,1,1,1,1.1743060085525838,1.180741593668469,True
10987,7965,6855,58,7657.76,7837.08,7216.73,6928.41,2025-01-15,2025-01-30,Completed,Chevrolet,Silverado,2014,Closed,High,Weather Related,Vehicle Accident,Severe,PA,73.38212102444254,Liability,Closed,False,False,,1,15,12,0.9424074402958567,0.9208442430088757,False
10988,7965,6855,58,4659.55,4360.6,4034.55,4167.68,2025-01-15,2025-01-30,Completed,Chevrolet,Silverado,2014,Closed,High,Weather Related,Vehicle Accident,Severe,PA,73.38212102444254,Liability,Closed,False,False,,1,15,12,0.8658668755566524,0.9252281796083107,False
10989,7966,3864,188,7260.53125713264,5424.44,7447.811383337864,6259.737394181009,2025-11-05,2025-11-28,Completed,Honda,CR-V,2009,Open,Low,Head-on Collision,Vehicle Accident,Severe,IL,100.0,Liability,Closed,False,True,combo,1,23,17,1.0257942731148277,1.373010187842038,False
10990,7967,4729,206,893.08,784.17,820.5,766.97,2025-03-28,2025-03-29,Completed,Ford,Focus,2009,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,TX,58.39626530386664,Liability,Open,False,False,,1,1,17,0.9187306848210686,1.0463292398331996,False
10991,7967,4729,206,860.44,772.63,783.03,796.12,2025-03-28,2025-03-29,Completed,Ford,Focus,2009,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,TX,58.39626530386664,Liability,Open,False,False,,1,1,17,0.9100344010041373,1.0134605179710858,False
10992,7968,6392,39,5772.73,5776.13,5451.0,5391.69,2025-12-03,2025-12-24,In Progress,Honda,CR-V,2023,Open,Low,Side Impact,Vehicle Accident,Severe,NY,56.66593499076871,Liability,Closed,False,False,,1,21,3,0.9442672704249117,0.9437114469376555,True
10993,7969,5753,196,1591.81,1380.07,1604.77,1442.1,2026-01-08,2026-01-18,In Progress,Hyundai,Elantra,2024,Reopened,High,Rear-end Collision,Vehicle Accident,Moderate,CA,90.64934560529196,Liability,Open,False,False,,1,10,2,1.0081416751999297,1.1628178280811843,False
10994,7969,5753,196,975.0,950.95,1005.29,965.76,2026-01-08,2026-01-18,Completed,Hyundai,Elantra,2024,Reopened,High,Rear-end Collision,Vehicle Accident,Moderate,CA,90.64934560529196,Liability,Open,False,False,,1,10,2,1.0310666666666666,1.0571428571428572,False
11001,7974,4367,94,2032.04,1846.8,1707.25,1715.46,2026-04-03,2026-04-11,Completed,Hyundai,Elantra,2024,Open,Medium,Head-on Collision,Vehicle Accident,Moderate,NY,99.24099763760694,Liability,Closed,False,False,,1,8,2,0.840165547922285,0.9244368637643492,False
11003,7976,2563,59,1384.67,1306.84,1450.37,1283.83,2025-02-12,2025-02-14,Scheduled,Honda,CR-V,2019,Closed,High,Rear-end Collision,Vehicle Accident,Minor,NJ,85.9831838943892,Liability,Closed,False,False,,1,2,7,1.0474481284349337,1.1098298184934652,False
11004,7977,116,20,1161.64,1134.83,1140.71,1131.77,2025-04-02,2025-04-03,Completed,Toyota,Corolla,2019,Open,High,Side Impact,Vehicle Accident,Minor,PA,76.74460023133584,Liability,Open,False,False,,1,1,7,0.9819823697531076,1.0051813928077333,False
11007,7980,3034,64,5732.69,5592.37,5782.91,5802.98,2025-02-25,2025-03-15,Completed,Honda,CR-V,2020,Closed,Medium,Weather Related,Vehicle Accident,Severe,CA,95.26605006226616,Liability,Under Review,False,False,,1,18,6,1.0087602853110844,1.0340714223129013,False
11008,7980,3034,64,5196.57,4785.06,5544.39,4949.69,2025-02-25,2025-03-15,In Progress,Honda,CR-V,2020,Closed,Medium,Weather Related,Vehicle Accident,Severe,CA,95.26605006226616,Liability,Under Review,False,False,,1,18,6,1.06693261131862,1.1586876653584282,False
11009,7981,4146,8,1640.69,1562.41,1617.07,1621.17,2025-03-25,2025-04-02,Completed,Jeep,Grand Cherokee,2015,Closed,Low,Rear-end Collision,Vehicle Accident,Minor,CA,95.85623717455456,Liability,Closed,False,False,,1,8,11,0.985603617989992,1.0349844151023098,False
11010,7982,1735,33,3006.12,2677.9,3205.81,2609.19,2026-05-29,2026-06-05,Completed,Honda,CR-V,2016,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,82.74436055109831,Liability,Closed,False,False,,1,7,10,1.0664278205793514,1.1971358153777212,False
11011,7982,1735,33,2530.27,2422.3,2428.69,2376.71,2026-05-29,2026-06-05,In Progress,Honda,CR-V,2016,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,82.74436055109831,Liability,Closed,False,False,,1,7,10,0.9598540867180183,1.0026379886884365,False
11012,7983,7690,82,1161.69,1069.59,1132.11,1079.0,2025-09-16,2025-09-22,In Progress,Nissan,Altima,2019,Open,Low,Head-on Collision,Vehicle Accident,Minor,CA,75.60482244136267,Liability,Closed,False,False,,1,6,7,0.9745370968158458,1.0584523041539282,False
11013,7983,7690,82,957.87,877.45,969.86,848.68,2025-09-16,2025-09-22,Completed,Nissan,Altima,2019,Open,Low,Head-on Collision,Vehicle Accident,Minor,CA,75.60482244136267,Liability,Closed,False,False,,1,6,7,1.0125173562174408,1.1053165422531197,False
11014,7984,6386,143,2553.75,2417.65,2821.06,2474.41,2025-12-07,2025-12-17,Completed,Toyota,Camry,2023,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,TX,79.28510048784312,Liability,Open,False,False,,1,10,3,1.1046735193343122,1.1668603809484417,False
11019,7987,6384,164,1139.32,1129.04,1137.56,1125.86,2026-05-22,2026-05-26,In Progress,Chevrolet,Silverado,2021,Closed,Medium,Rollover,Vehicle Accident,Minor,OH,84.037945655126,Liability,Under Review,True,False,,4,4,5,0.9984552189025032,1.0075462339686814,False
11020,7987,6384,164,1419.1,1319.36,1324.84,1295.37,2026-05-22,2026-05-26,In Progress,Chevrolet,Silverado,2021,Closed,Medium,Rollover,Vehicle Accident,Minor,OH,84.037945655126,Liability,Under Review,True,False,,4,4,5,0.9335776196180678,1.0041535289837498,False
11021,7988,7642,65,4328.18,3915.93,4005.11,3472.22,2025-05-16,2025-05-29,Scheduled,Toyota,Camry,2020,Open,Medium,Rear-end Collision,Vehicle Accident,Severe,OH,82.08503751191866,Liability,Under Review,False,False,,1,13,6,0.9253566164068961,1.0227736450855864,False
11022,7989,7097,108,8274.99,7880.18,7393.74,7835.32,2025-08-05,2025-08-23,Scheduled,Mercedes-Benz,C-Class,2022,Open,Medium,Hit and Run,Vehicle Accident,Severe,OH,100.0,Liability,Open,False,False,,1,18,4,0.8935044030264689,0.9382704455989583,False
11023,7990,2648,94,1244.79,1197.68,1298.05,1162.84,2026-06-03,2026-06-04,Completed,Toyota,Camry,2022,Open,Low,Rear-end Collision,Vehicle Accident,Minor,FL,79.65193874235887,Liability,Open,False,False,,1,1,4,1.0427863334377687,1.0838036871284482,True
11024,7990,2648,94,1183.3,1066.38,1297.05,1094.28,2026-06-03,2026-06-04,In Progress,Toyota,Camry,2022,Open,Low,Rear-end Collision,Vehicle Accident,Minor,FL,79.65193874235887,Liability,Open,False,False,,1,1,4,1.0961294684357306,1.2163112586507623,True
11027,7992,2054,195,3415.34,3180.29,3449.97,3232.96,2025-08-03,2025-08-22,In Progress,Ford,Focus,2010,Open,Low,Parking Lot Incident,Vehicle Accident,Severe,PA,68.06144745385201,Liability,Open,False,False,,1,19,16,1.0101395468679544,1.0847972983595835,False
11029,7994,5649,185,2820.08,2651.97,2455.95,2452.07,2026-05-09,2026-05-10,Completed,Honda,CR-V,2014,Open,Low,Head-on Collision,Vehicle Accident,Moderate,OH,91.56474268629512,Liability,Open,False,False,,1,1,12,0.8708795495163257,0.9260851367096913,False
11034,7998,494,96,1351.91,1235.17,1336.9,1251.92,2025-07-20,2025-07-23,Completed,Honda,CR-V,2010,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,CA,58.155470571566305,Liability,Open,False,False,,1,3,16,0.9888971899016946,1.0823611324756917,False
11035,7999,446,33,1732.69,1639.38,1618.79,1651.89,2026-06-22,2026-06-29,Completed,Honda,Civic,2024,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,IL,87.45980227159717,Liability,Closed,False,False,,1,7,2,0.9342640633927591,0.9874403737998511,False
11036,8000,4340,32,1935.6,1713.52,1944.87,1744.41,2026-04-04,2026-04-17,Completed,Nissan,Altima,2020,Open,Low,Head-on Collision,Vehicle Accident,Moderate,IL,69.17344575451233,Liability,Open,False,False,,1,13,6,1.004789212647241,1.1350144731313319,False
11037,8001,919,185,1177.47,1084.8,1436.58,1037.67,2025-03-10,2025-03-16,Completed,Hyundai,Elantra,2020,Closed,Low,Weather Related,Vehicle Accident,Minor,NY,91.16849222024202,Liability,Closed,False,False,,1,6,6,1.220056561950623,1.3242809734513274,False
11038,8001,919,185,957.8,955.03,953.16,963.91,2025-03-10,2025-03-16,Completed,Hyundai,Elantra,2020,Closed,Low,Weather Related,Vehicle Accident,Minor,NY,91.16849222024202,Liability,Closed,False,False,,1,6,6,0.9951555648360827,0.9980419463262934,False
11039,8002,4575,55,2480.06,2346.9,2245.68,2276.78,2026-06-04,2026-06-05,Completed,Toyota,Corolla,2022,Closed,Medium,Parking Lot Incident,Vehicle Accident,Moderate,TX,67.40342677547696,Liability,Under Review,False,False,,1,1,4,0.9054942219139859,0.9568707656909113,False
11040,8003,4189,128,1393.3,1262.16,1259.43,1280.49,2026-03-09,2026-03-15,In Progress,Jeep,Grand Cherokee,2022,Closed,Low,Weather Related,Vehicle Accident,Minor,NJ,60.847894233680705,Liability,Open,False,False,,1,6,4,0.903918754037178,0.9978370412625974,False
11041,8003,4189,128,1645.85,1586.01,1300.06,1381.37,2026-03-09,2026-03-15,Completed,Jeep,Grand Cherokee,2022,Closed,Low,Weather Related,Vehicle Accident,Minor,NJ,60.847894233680705,Liability,Open,False,False,,1,6,4,0.7899018744113984,0.8197047937907075,False
11042,8004,5180,216,1807.89,1713.8,2301.26,1836.75,2026-05-07,2026-05-13,Completed,Honda,Civic,2015,Open,Low,Head-on Collision,Vehicle Accident,Moderate,GA,74.402283796813,Liability,Open,True,False,,6,6,11,1.2728982404902953,1.3427821216011204,False
11043,8005,1816,82,3392.65,3498.96,3496.5,3544.99,2025-01-24,2025-02-05,Completed,Hyundai,Elantra,2019,Closed,High,Hit and Run,Vehicle Accident,Severe,FL,100.0,Liability,Open,False,False,,1,12,7,1.030610289891383,0.9992969339460869,False
11045,8007,2788,125,4053.43105207479,2763.35,3799.80553313026,3338.468145038841,2026-05-22,2026-06-04,Completed,Honda,Civic,2020,Open,Medium,Side Impact,Vehicle Accident,Severe,TX,100.0,Liability,Open,False,True,combo,1,13,6,0.9374294232006958,1.3750721164999946,False
11046,8007,2788,125,4750.98,4977.43,4892.37,4957.45,2026-05-22,2026-06-04,Completed,Honda,Civic,2020,Open,Medium,Side Impact,Vehicle Accident,Severe,TX,100.0,Liability,Open,False,False,,1,13,6,1.0297601757953097,0.9829108596203261,False
11047,8007,2788,125,3077.76,2833.45,2851.86,2854.28,2026-05-22,2026-06-04,Completed,Honda,Civic,2020,Open,Medium,Side Impact,Vehicle Accident,Severe,TX,100.0,Liability,Open,False,False,,1,13,6,0.9266024641297567,1.006497379519667,False
11053,8011,3074,92,899.23,842.98,944.35,786.56,2025-12-16,2025-12-24,Completed,Hyundai,Elantra,2022,Open,Low,Weather Related,Vehicle Accident,Minor,IL,100.0,Liability,Closed,False,False,,1,8,4,1.05017626191297,1.12025196327315,False
11054,8012,1716,177,2291.34,2022.67,2645.2,1964.53,2026-06-10,2026-06-18,Completed,Nissan,Altima,2021,Open,Medium,Weather Related,Vehicle Accident,Moderate,FL,64.50394370322819,Liability,Closed,False,False,,1,8,5,1.154433650178498,1.3077763550158947,False
11055,8013,6197,135,2608.68,2583.53,2292.27,2297.78,2026-01-25,2026-02-04,Completed,Honda,CR-V,2012,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,CA,100.0,Liability,Open,False,False,,1,10,14,0.8787087722526336,0.8872627761241402,False
11056,8013,6197,135,2861.0,2645.01,3240.73,2705.24,2026-01-25,2026-02-04,Completed,Honda,CR-V,2012,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,CA,100.0,Liability,Open,False,False,,1,10,14,1.1327263194687172,1.2252241012321314,False
11057,8014,4274,22,2681.58,2417.12,2459.65,2432.92,2026-02-07,2026-02-12,Scheduled,Toyota,Camry,2017,Open,Medium,Head-on Collision,Vehicle Accident,Moderate,GA,72.60176843377045,Liability,Closed,False,False,,1,5,9,0.9172390903870107,1.0175953200503078,False
11058,8015,3085,177,1223.92,1220.01,1187.96,1234.28,2026-07-08,2026-07-12,Completed,Honda,Civic,2025,Closed,High,Hit and Run,Vehicle Accident,Minor,IL,75.74542600177877,Liability,Closed,False,False,,1,4,1,0.9706189947055363,0.9737297235268564,False
11060,8017,6220,211,9705.9,8406.87,9833.22,8510.84,2025-05-09,2025-06-03,In Progress,Toyota,Camry,2016,Open,Medium,Side Impact,Vehicle Accident,Total Loss,NY,100.0,Liability,Closed,False,False,,1,25,10,1.013117794331283,1.1696648098519424,False
11061,8017,6220,211,5130.53,5018.32,5586.69,5013.24,2025-05-09,2025-06-03,Completed,Toyota,Camry,2016,Open,Medium,Side Impact,Vehicle Accident,Total Loss,NY,100.0,Liability,Closed,False,False,,1,25,10,1.0889108922469999,1.1132590189545506,False
11067,8021,2377,46,5588.47,5594.02,8977.73,5710.58,2026-01-09,2026-01-19,Completed,Tesla,Model 3,2020,Closed,Medium,Rear-end Collision,Vehicle Accident,Moderate,FL,100.0,Liability,Open,False,False,,1,10,6,1.6064736859999247,1.604879853843926,False
11070,8023,1602,132,5806.97,5235.81,4891.66,5067.12,2025-09-23,2025-10-02,Completed,BMW,X5,2012,Open,High,Side Impact,Vehicle Accident,Moderate,NY,89.03719678922643,Liability,Closed,False,False,,1,9,14,0.8423773499776992,0.9342699601398827,False
11071,8024,2114,136,3217.81,3393.8,2949.91,2786.54,2025-05-21,2025-06-01,Completed,Jeep,Grand Cherokee,2022,Open,Low,Parking Lot Incident,Vehicle Accident,Moderate,NY,89.76763334966381,Liability,Closed,False,False,,1,11,4,0.9167446182341406,0.8692056102304201,False
11073,8026,3648,138,5006.39,4519.56,4847.97,4468.61,2025-10-19,2025-11-06,Completed,Ford,F-150,2008,Closed,Low,Side Impact,Vehicle Accident,Severe,TX,84.2510547579775,Liability,Open,False,False,,1,18,18,0.9683564404690805,1.0726641531476515,False
11075,8028,5023,200,1202.09,1102.1,1009.29,1003.18,2025-05-23,2025-05-31,Completed,Toyota,Corolla,2011,Closed,High,Head-on Collision,Vehicle Accident,Minor,CA,75.27145222655501,Liability,Open,False,False,,1,8,15,0.8396126745917527,0.9157880410126124,False
11076,8029,6955,212,4444.81,4129.89,3986.54,3946.42,2025-01-29,2025-02-17,Completed,Honda,CR-V,2013,Open,High,Hit and Run,Vehicle Accident,Severe,FL,100.0,Liability,Closed,False,False,,1,19,13,0.8968977301616942,0.9652896324115169,False
11081,8033,3442,125,1335.61,1290.04,1396.68,1364.53,2025-04-03,2025-04-04,Completed,Toyota,Camry,2023,Open,Medium,Side Impact,Vehicle Accident,Minor,TX,80.26531530228308,Liability,Closed,False,False,,1,1,3,1.0457244255433849,1.082664103438653,False
11082,8034,1798,42,2156.66,2048.44,2222.82,2076.11,2025-04-06,2025-04-15,Completed,Toyota,Camry,2020,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,FL,100.0,Liability,Closed,True,False,,3,9,6,1.0306770654623354,1.085128195114331,False
11087,8037,3353,168,5749.84,5926.04,5219.91,5018.68,2026-03-15,2026-04-03,Completed,Jeep,Grand Cherokee,2020,Closed,Medium,Rear-end Collision,Vehicle Accident,Severe,IL,40.74035573706375,Liability,Open,False,False,,1,19,6,0.907835696297636,0.8808428562750167,False
11090,8040,5854,148,2164.17,2148.77,2316.17,2294.46,2025-05-15,2025-05-16,Completed,BMW,3 Series,2012,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,GA,96.6676558463973,Liability,Open,False,False,,1,1,14,1.070234778229067,1.0779050340427314,False
