repair_id,claim_id,vehicle_id,repair_shop_contact_id,invoice_amount,estimate_amount,approved_amount,paid_amount,repair_start_date,repair_end_date,damage_severity,liability_percentage,vehicle_year,make,model,claim_severity,loss_cause,incident_state,initial_damage_assessment,point_of_impact,airbags_deployed,weather_conditions,road_conditions,catastrophe_code,loss_date,reported_date,cost_type,cost_category,shop_city,shop_state,reserve_amount,is_repeat_vehicle,vehicle_claim_count
8031,5777,1613,158,4624.23,3703.58,4434.9,4647.81,2025-12-21,2026-01-05,Severe,100.0,2011,Toyota,Corolla,Low,Hit and Run,TX,Severe,Front Right Corner,True,Clear,Under Construction,,2025-12-15,2025-12-19,Labor,Supplemental,El Paso,TX,4161.24,True,6
8032,5778,3808,131,1063.13,1208.19,1054.4,1062.61,2025-01-28,2025-01-31,Minor,90.55493634376718,2020,Honda,Civic,Medium,Rear-end Collision,IL,Moderate,Passenger Side,False,Rain,Wet,,2025-01-20,2025-01-22,Parts,Repair,Toledo,OH,2608.24,False,1
8033,5779,3845,51,3356.5,3108.98,3105.24,3110.95,2026-01-02,2026-01-11,Moderate,72.77615419693356,2015,Honda,CR-V,Medium,Parking Lot Incident,CA,Moderate,Front,False,Snow,Dry,,2025-12-25,2026-01-01,Parts,Repair,Jersey City,NJ,3169.06,True,5
8034,5780,224,125,1515.43,1454.93,1412.44,1405.07,2026-02-01,2026-02-05,Minor,93.30349474748328,2016,Honda,CR-V,Medium,Parking Lot Incident,NY,Minor,Passenger Side,False,Rain,Dry,,2026-01-25,2026-02-02,Parts,Repair,Newark,NJ,1396.39,False,1
8035,5780,224,125,1763.41,1630.01,1643.0,1715.28,2026-02-01,2026-02-05,Minor,93.30349474748328,2016,Honda,CR-V,Medium,Parking Lot Incident,NY,Minor,Passenger Side,False,Rain,Dry,,2026-01-25,2026-02-02,Paint,Supplemental,Newark,NJ,1396.39,False,1
8036,5780,224,125,1470.02,1333.62,1402.66,1347.65,2026-02-01,2026-02-05,Minor,93.30349474748328,2016,Honda,CR-V,Medium,Parking Lot Incident,NY,Minor,Passenger Side,False,Rain,Dry,,2026-01-25,2026-02-02,Parts,Repair,Newark,NJ,1396.39,False,1
8037,5781,5921,156,3000.29,2036.98,2942.74,2915.92,2026-03-25,2026-04-03,Moderate,94.1576502729513,2016,Toyota,Camry,High,Parking Lot Incident,NC,Moderate,Front Left Corner,False,Clear,Icy,,2026-03-21,2026-03-29,Labor,Repair,Austin,TX,3752.82,True,5
8038,5782,6321,111,845.58,1130.03,865.55,853.14,2025-10-28,2025-11-04,Minor,88.36885451573204,2013,Subaru,Outback,Medium,Head-on Collision,TX,Minor,Rear Left Corner,False,Rain,Wet,,2025-10-21,2025-10-22,Paint,Repair,Tampa,FL,886.34,False,1
8039,5783,6427,113,3860.96,4328.97,3689.94,3757.72,2025-01-15,2025-01-18,Moderate,47.23669987256017,2009,Chevrolet,Silverado,Low,Parking Lot Incident,FL,Moderate,Rear,True,Clear,Dry,,2025-01-09,2025-01-14,Parts,Repair,Newark,NJ,4255.95,False,1
8040,5783,6427,113,8914.34383960842,3690.33,3881.7,4006.46,2025-01-15,2025-01-18,Moderate,47.23669987256017,2009,Chevrolet,Silverado,Low,Parking Lot Incident,FL,Moderate,Rear,True,Clear,Dry,,2025-01-09,2025-01-14,Labor,Repair,Newark,NJ,4255.95,False,1
8041,5784,4557,129,8118.52,5008.18,6927.69,7119.38,2026-01-09,2026-01-28,Severe,68.39925260498634,2016,Toyota,Corolla,Medium,Head-on Collision,OH,Severe,Driver Side,True,Rain,Dry,,2026-01-03,2026-01-03,Paint,Supplemental,Erie,PA,4401.76,False,1
8042,5785,1335,111,1067.18,1032.96,1094.89,1065.78,2026-04-17,2026-04-20,Minor,78.41754545861177,2010,Ford,Focus,Low,Rollover,TX,Minor,Passenger Side,False,Snow,Dry,,2026-04-11,2026-04-17,Parts,Repair,Tampa,FL,813.23,False,1
8043,5786,3697,1,2466.09,2878.15,2241.38,2194.82,2025-02-01,2025-02-08,Moderate,100.0,2023,Honda,Civic,Medium,Rear-end Collision,CA,Moderate,Front,False,Clear,Dry,,2025-01-28,2025-02-02,Parts,Repair,Savannah,GA,1384.73,False,1
8044,5786,3697,1,2327.33,1887.67,2310.51,2444.19,2025-02-01,2025-02-08,Moderate,100.0,2023,Honda,Civic,Medium,Rear-end Collision,CA,Moderate,Front,False,Clear,Dry,,2025-01-28,2025-02-02,Parts,Repair,Savannah,GA,1384.73,False,1
8045,5787,4495,30,2459.77,3163.54,2258.84,2244.07,2025-01-16,2025-01-20,Moderate,79.19756927734451,2012,Ford,Focus,Medium,Side Impact,TX,Moderate,Rear,True,Rain,Wet,,2025-01-12,2025-01-13,Parts,Repair,Albany,NY,1680.74,False,1
8046,5788,6059,24,2736.97,2469.46,2496.02,2566.0,2025-12-27,2026-01-05,Moderate,93.33888775720872,2010,Toyota,Camry,Low,Hit and Run,GA,Moderate,Front,False,Clear,Dry,,2025-12-25,2025-12-31,Rental,Repair,Sacramento,CA,2649.54,False,1
8047,5788,6059,24,2480.07,2381.48,2522.68,2369.46,2025-12-27,2026-01-05,Moderate,93.33888775720872,2010,Toyota,Camry,Low,Hit and Run,GA,Moderate,Front,False,Clear,Dry,,2025-12-25,2025-12-31,Labor,Repair,Sacramento,CA,2649.54,False,1
8048,5789,6450,14,5005.2,6096.66,4874.93,5113.79,2025-07-13,2025-07-28,Severe,64.27161174111106,2021,Chevrolet,Silverado,Low,Rear-end Collision,NY,Severe,Front Left Corner,False,Clear,Dry,,2025-07-10,2025-07-16,Labor,Repair,Buffalo,NY,4907.47,False,1
8049,5790,1640,197,967.56,916.33,904.83,895.42,2026-06-17,2026-06-18,Minor,92.55020281085808,2013,Hyundai,Elantra,Low,Parking Lot Incident,CA,Minor,Rear,False,Clear,Icy,,2026-06-11,2026-06-16,Parts,Repair,Sacramento,CA,582.97,False,1
8050,5791,1777,158,1020.23,935.17,951.21,937.36,2025-05-16,2025-05-20,Minor,100.0,2008,Hyundai,Elantra,High,Rollover,FL,Minor,Passenger Side,False,Clear,Icy,,2025-05-12,2025-05-17,Labor,Repair,El Paso,TX,882.07,False,1
8051,5792,3677,157,965.88,848.56,945.94,936.53,2026-01-17,2026-01-20,Minor,79.1199540834651,2008,Honda,Civic,Low,Head-on Collision,NC,Minor,Front Left Corner,False,Clear,Under Construction,,2026-01-15,2026-01-24,Towing,Repair,Orlando,FL,1373.31,False,1
8052,5793,3879,56,3307.66,2592.94,3251.14,3210.48,2025-06-07,2025-06-12,Moderate,99.62201772206352,2014,Ford,F-150,Low,Rear-end Collision,NY,Moderate,Passenger Side,False,Fog,Icy,,2025-06-03,2025-06-11,Paint,Repair,Albany,NY,2575.71,False,1
8053,5793,3879,56,3216.1,3332.92,3018.88,2877.72,2025-06-07,2025-06-12,Moderate,99.62201772206352,2014,Ford,F-150,Low,Rear-end Collision,NY,Moderate,Passenger Side,False,Fog,Icy,,2025-06-03,2025-06-11,Labor,Repair,Albany,NY,2575.71,False,1
8054,5794,4432,190,1810.17,1600.62,1692.2,1643.87,2026-03-25,2026-04-07,Moderate,95.92036152318924,2017,Nissan,Altima,Low,Rear-end Collision,NY,Severe,Rear Left Corner,False,Rain,Dry,,2026-03-23,2026-03-31,Labor,Repair,Springfield,IL,4181.96,False,1
8055,5795,1059,151,5071.09,6369.15,5268.58,4900.54,2025-12-10,2025-12-21,Moderate,56.25472309318762,2025,Mercedes-Benz,C-Class,High,Parking Lot Incident,NJ,Moderate,Passenger Side,False,Clear,Dry,,2025-12-07,2025-12-14,Labor,Repair,Fresno,CA,5738.97,False,1
8056,5796,3401,97,898.71,829.65,893.45,904.29,2025-10-03,2025-10-13,Minor,89.33763658552832,2025,Honda,Civic,High,Parking Lot Incident,GA,Minor,Rear Left Corner,False,Clear,Icy,,2025-09-30,2025-10-05,Parts,Repair,Erie,PA,873.98,False,1
8057,5797,2191,70,2662.19,2361.91,2470.11,2422.31,2025-01-25,2025-02-12,Moderate,33.19859068892772,2009,Chevrolet,Silverado,Medium,Rear-end Collision,GA,Moderate,Rear Left Corner,False,Fog,Dry,,2025-01-19,2025-01-20,Parts,Repair,Springfield,IL,3568.08,False,1
8058,5798,1238,28,3529.01,3260.55,3622.77,3403.38,2025-04-21,2025-04-27,Moderate,88.7582262739799,2011,Honda,CR-V,Low,Parking Lot Incident,TX,Moderate,Rear Right Corner,False,Clear,Icy,CAT-2025-HAIL-TX,2025-04-14,2025-04-14,Paint,Repair,Buffalo,NY,2094.26,False,1
8059,5799,5819,56,2826.06,3223.96,2591.46,2500.6,2026-01-15,2026-01-23,Moderate,100.0,2012,Chevrolet,Silverado,Medium,Head-on Collision,OH,Moderate,Rear Left Corner,False,Clear,Dry,CAT-2025-WINTER-OH,2026-01-11,2026-01-14,Parts,Repair,Albany,NY,2820.64,False,1
8060,5800,405,204,2263.78,2694.94,2035.54,2016.59,2025-07-10,2025-07-13,Moderate,72.14390680833334,2022,Nissan,Altima,High,Rear-end Collision,IL,Moderate,Rear,False,Fog,Dry,,2025-07-03,2025-07-08,Parts,Repair,Albany,NY,2567.95,True,5
8061,5800,405,204,2239.09,2569.87,2042.53,2006.82,2025-07-10,2025-07-13,Moderate,72.14390680833334,2022,Nissan,Altima,High,Rear-end Collision,IL,Moderate,Rear,False,Fog,Dry,,2025-07-03,2025-07-08,Labor,Repair,Albany,NY,2567.95,True,5
8062,5801,2556,176,11234.98,12171.71,10917.67,10494.6,2026-04-19,2026-05-17,Total Loss,70.6085973402094,2009,Honda,CR-V,Medium,Head-on Collision,NY,Total Loss,Passenger Side,True,Wind,Dry,,2026-04-11,2026-04-18,Parts,Repair,Albany,NY,12049.05,False,1
8063,5801,2556,176,11655.69,10005.14,11618.81,11186.37,2026-04-19,2026-05-17,Total Loss,70.6085973402094,2009,Honda,CR-V,Medium,Head-on Collision,NY,Total Loss,Passenger Side,True,Wind,Dry,,2026-04-11,2026-04-18,Rental,Repair,Albany,NY,12049.05,False,1
8064,5801,2556,176,11957.18,11564.65,11986.48,11710.7,2026-04-19,2026-05-17,Total Loss,70.6085973402094,2009,Honda,CR-V,Medium,Head-on Collision,NY,Total Loss,Passenger Side,True,Wind,Dry,,2026-04-11,2026-04-18,Labor,Repair,Albany,NY,12049.05,False,1
8065,5802,2661,137,2662.05,2801.94,2262.26,2256.31,2026-02-14,2026-02-27,Moderate,77.04326699025434,2018,Subaru,Outback,Low,Rear-end Collision,NY,Severe,Front Right Corner,True,Snow,Dry,,2026-02-11,2026-02-20,Rental,Repair,Erie,PA,4934.85,False,1
8066,5803,761,168,1881.59,1654.15,1654.61,1594.51,2025-03-31,2025-04-06,Moderate,92.11176883469024,2023,Honda,Civic,Medium,Side Impact,FL,Moderate,Front Left Corner,False,Snow,Under Construction,,2025-03-28,2025-04-06,Parts,Repair,Orlando,FL,523.03,False,1
8067,5804,4151,28,1115.63,904.47,999.1,1004.11,2025-09-20,2025-09-23,Minor,90.70762337567812,2017,Ford,Focus,Medium,Parking Lot Incident,OH,Minor,Rear Right Corner,False,Clear,Wet,,2025-09-18,2025-09-23,Parts,Repair,Buffalo,NY,1293.34,False,1
8068,5804,4151,28,975.26,742.7,923.12,925.99,2025-09-20,2025-09-23,Minor,90.70762337567812,2017,Ford,Focus,Medium,Parking Lot Incident,OH,Minor,Rear Right Corner,False,Clear,Wet,,2025-09-18,2025-09-23,Labor,Repair,Buffalo,NY,1293.34,False,1
8069,5805,5571,176,1305.97,938.92,1324.11,1274.98,2025-08-03,2025-08-05,Minor,87.97370141161615,2024,Chevrolet,Silverado,Medium,Head-on Collision,PA,Minor,Rear Right Corner,False,Clear,Dry,,2025-07-30,2025-08-08,Parts,Repair,Albany,NY,1592.73,False,1
8070,5806,2688,19,4728.97,4668.04,4429.49,4429.19,2025-10-20,2025-11-11,Severe,100.0,2024,Honda,CR-V,Low,Rollover,NY,Severe,Front Left Corner,True,Clear,Wet,,2025-10-11,2025-10-14,Parts,Repair,Buffalo,NY,3948.03,False,1
8071,5806,2688,19,4514.34,6425.76,4394.94,4214.93,2025-10-20,2025-11-11,Severe,100.0,2024,Honda,CR-V,Low,Rollover,NY,Severe,Front Left Corner,True,Clear,Wet,,2025-10-11,2025-10-14,Parts,Repair,Buffalo,NY,3948.03,False,1
8072,5806,2688,19,4419.04,4403.94,4439.62,4469.88,2025-10-20,2025-11-11,Severe,100.0,2024,Honda,CR-V,Low,Rollover,NY,Severe,Front Left Corner,True,Clear,Wet,,2025-10-11,2025-10-14,Paint,Repair,Buffalo,NY,3948.03,False,1
8073,5807,2234,79,1743.77,1806.91,1598.02,1593.3,2025-03-02,2025-03-14,Moderate,51.553305430305016,2021,Hyundai,Elantra,Medium,Head-on Collision,NJ,Moderate,Front Right Corner,True,Clear,Dry,,2025-02-28,2025-03-04,Labor,Repair,Erie,PA,1309.45,False,1
8074,5808,3130,36,1587.39,1745.5,1576.67,1559.45,2025-05-04,2025-05-12,Minor,67.67420938813743,2015,Jeep,Grand Cherokee,High,Rear-end Collision,NY,Minor,Driver Side,False,Snow,Dry,,2025-04-29,2025-05-03,Paint,Repair,El Paso,TX,1589.42,False,1
8075,5808,3130,36,1609.1,1503.77,1649.01,1652.1,2025-05-04,2025-05-12,Minor,67.67420938813743,2015,Jeep,Grand Cherokee,High,Rear-end Collision,NY,Minor,Driver Side,False,Snow,Dry,,2025-04-29,2025-05-03,Towing,Repair,El Paso,TX,1589.42,False,1
8076,5809,838,6,1339.11,1487.66,1187.03,1202.01,2025-08-12,2025-08-24,Minor,99.34181823112114,2023,Honda,CR-V,Low,Rear-end Collision,TX,Minor,Rear,False,Snow,Dry,,2025-08-10,2025-08-13,Rental,Repair,Fresno,CA,1529.7,False,1
8077,5810,3777,211,1631.87,1431.82,1562.15,1480.33,2025-06-03,2025-06-04,Minor,89.94236847092876,2018,Toyota,Camry,Medium,Side Impact,CA,Minor,Passenger Side,False,Clear,Dry,,2025-05-31,2025-06-02,Parts,Supplemental,Raleigh,NC,1282.42,False,1
8078,5811,2319,60,17357.82,12085.52,16993.09,17178.65,2025-02-25,2025-03-26,Total Loss,100.0,2022,Tesla,Model 3,Low,Parking Lot Incident,NC,Total Loss,Rear Left Corner,False,Clear,Debris,,2025-02-18,2025-02-20,Rental,Supplemental,Tampa,FL,17437.79,False,1
8079,5811,2319,60,12572.78,12770.77,11691.82,12032.98,2025-02-25,2025-03-26,Total Loss,100.0,2022,Tesla,Model 3,Low,Parking Lot Incident,NC,Total Loss,Rear Left Corner,False,Clear,Debris,,2025-02-18,2025-02-20,Administrative,Repair,Tampa,FL,17437.79,False,1
8080,5812,4455,4,1070.42,992.43,1109.37,1071.73,2025-02-13,2025-02-18,Minor,91.71895169635263,2010,Toyota,Camry,Medium,Parking Lot Incident,TX,Minor,Rear Right Corner,False,Snow,Under Construction,,2025-02-09,2025-02-13,Parts,Repair,Austin,TX,1079.57,False,1
8081,5813,1917,113,1799.91,2417.3,1623.9,1690.31,2025-02-14,2025-02-21,Moderate,100.0,2014,Toyota,Corolla,Low,Parking Lot Incident,FL,Severe,Front Left Corner,False,Clear,Dry,,2025-02-08,2025-02-13,Parts,Repair,Newark,NJ,3234.64,False,1
8082,5813,1917,113,1579.32,1620.97,1558.52,1551.33,2025-02-14,2025-02-21,Moderate,100.0,2014,Toyota,Corolla,Low,Parking Lot Incident,FL,Severe,Front Left Corner,False,Clear,Dry,,2025-02-08,2025-02-13,Parts,Repair,Newark,NJ,3234.64,False,1
8083,5814,6063,150,1085.4,1333.94,1027.58,993.37,2025-04-09,2025-04-14,Minor,100.0,2017,Honda,CR-V,Low,Parking Lot Incident,CA,Minor,Front Left Corner,False,Clear,Wet,,2025-04-06,2025-04-15,Towing,Repair,Orlando,FL,1570.24,False,1
8084,5815,5333,139,7139.75,7475.11,6486.45,6815.16,2025-07-09,2025-08-06,Total Loss,100.0,2015,Hyundai,Elantra,Low,Rear-end Collision,TX,Total Loss,Rear,False,Clear,Wet,,2025-07-01,2025-07-03,Towing,Repair,Pittsburgh,PA,5597.83,False,1
8085,5816,5846,81,1047.99,1106.94,1062.18,981.34,2025-02-21,2025-02-26,Minor,82.17109686188677,2014,Honda,Civic,Medium,Hit and Run,TX,Minor,Passenger Side,False,Clear,Under Construction,,2025-02-12,2025-02-15,Labor,Repair,Jersey City,NJ,663.72,False,1
8086,5817,1397,12,6826.5,6552.74,6556.38,6818.56,2025-08-28,2025-09-16,Severe,82.95777035458697,2025,Honda,CR-V,Medium,Rear-end Collision,TX,Moderate,Rear,True,Clear,Icy,,2025-08-20,2025-08-26,Parts,Repair,El Paso,TX,2619.99,False,1
8087,5818,2417,94,1479.54,1288.41,1398.69,1375.21,2025-05-14,2025-05-20,Minor,58.22635628051321,2015,Toyota,Corolla,Low,Parking Lot Incident,GA,Minor,Front,False,Clear,Icy,,2025-05-07,2025-05-16,Parts,Supplemental,Austin,TX,1169.96,False,1
8088,5819,1576,141,1994.27,2072.74,1919.1,1981.71,2025-01-09,2025-01-10,Minor,92.16765370973076,2025,BMW,X5,Medium,Parking Lot Incident,CA,Minor,Rear Right Corner,False,Clear,Dry,,2025-01-03,2025-01-11,Administrative,Repair,Toledo,OH,2090.02,False,1
8089,5820,4101,105,9446.29,10525.6,9117.09,9365.6,2025-05-26,2025-06-24,Total Loss,84.17248641037317,2017,Nissan,Altima,Low,Parking Lot Incident,TX,Total Loss,Front,True,Clear,Under Construction,,2025-05-18,2025-05-24,Labor,Repair,Newark,NJ,8278.4,False,1
8090,5820,4101,105,8407.5,8952.52,7966.03,8212.83,2025-05-26,2025-06-24,Total Loss,84.17248641037317,2017,Nissan,Altima,Low,Parking Lot Incident,TX,Total Loss,Front,True,Clear,Under Construction,,2025-05-18,2025-05-24,Parts,Repair,Newark,NJ,8278.4,False,1
8091,5821,3951,153,1015.68,894.53,964.62,957.32,2025-03-07,2025-03-08,Minor,84.53802503798896,2009,Hyundai,Elantra,Low,Rear-end Collision,GA,Minor,Front,False,Ice,Dry,,2025-02-28,2025-03-08,Labor,Repair,Fresno,CA,863.72,False,1
8092,5822,378,62,2262.6,2072.82,2001.15,2049.88,2026-05-14,2026-05-23,Moderate,100.0,2019,Toyota,Corolla,Medium,Rollover,TX,Moderate,Driver Side,False,Clear,Under Construction,,2026-05-08,2026-05-11,Labor,Repair,Jersey City,NJ,1708.18,False,1
8093,5823,5783,26,960.59,871.62,907.95,896.95,2025-05-21,2025-05-22,Minor,100.0,2021,Toyota,Corolla,Medium,Head-on Collision,NY,Minor,Front Left Corner,False,Clear,Wet,,2025-05-19,2025-05-21,Parts,Repair,Peoria,IL,841.33,True,6
8094,5824,5020,30,3118.01,2701.75,3257.79,3121.46,2025-04-29,2025-05-01,Moderate,100.0,2012,Ford,F-150,Low,Rear-end Collision,IL,Moderate,Driver Side,False,Rain,Dry,,2025-04-21,2025-04-25,Labor,Repair,Albany,NY,3333.39,False,1
8095,5824,5020,30,3416.33,3779.16,3160.77,3184.87,2025-04-29,2025-05-01,Moderate,100.0,2012,Ford,F-150,Low,Rear-end Collision,IL,Moderate,Driver Side,False,Rain,Dry,,2025-04-21,2025-04-25,Rental,Repair,Albany,NY,3333.39,False,1
8096,5825,4608,75,8446.202395079035,8109.609836095386,3484.37,3477.01,2025-11-16,2025-12-04,Severe,56.55415499871504,2020,Hyundai,Elantra,Low,Hit and Run,NJ,Total Loss,Rear Right Corner,True,Ice,Dry,,2025-11-13,2025-11-21,Labor,Repair,Macon,GA,3979.87,False,1
8097,5825,4608,75,3392.53,3602.14,3218.51,3111.84,2025-11-16,2025-12-04,Severe,56.55415499871504,2020,Hyundai,Elantra,Low,Hit and Run,NJ,Total Loss,Rear Right Corner,True,Ice,Dry,,2025-11-13,2025-11-21,Parts,Repair,Macon,GA,3979.87,False,1
8098,5826,2083,18,2553.96,2254.06,2447.05,2533.1,2026-07-02,2026-07-12,Moderate,97.16574588807438,2014,Chevrolet,Silverado,Low,Rear-end Collision,FL,Moderate,Front Left Corner,False,Clear,Dry,,2026-06-28,2026-07-04,Rental,Repair,Orlando,FL,2491.88,False,1
8099,5827,1626,179,1056.08,1017.6,997.36,942.09,2026-03-25,2026-04-02,Minor,78.8776811018099,2011,Hyundai,Elantra,Low,Parking Lot Incident,FL,Moderate,Front,False,Fog,Dry,,2026-03-21,2026-03-26,Parts,Repair,Pittsburgh,PA,1763.8,False,1
8100,5827,1626,179,1079.5,1170.27,1037.76,1032.14,2026-03-25,2026-04-02,Minor,78.8776811018099,2011,Hyundai,Elantra,Low,Parking Lot Incident,FL,Moderate,Front,False,Fog,Dry,,2026-03-21,2026-03-26,Labor,Repair,Pittsburgh,PA,1763.8,False,1
8101,5828,3060,32,1108.78,1191.77,1073.47,1083.37,2026-03-01,2026-03-07,Minor,92.75267957374844,2018,Ford,F-150,Medium,Side Impact,TX,Minor,Front Right Corner,False,Clear,Dry,,2026-02-23,2026-03-04,Labor,Repair,Albany,NY,1894.06,False,1
8102,5829,5294,48,1569.74,999.12,1533.61,1547.05,2026-06-22,2026-06-23,Minor,95.87689592890383,2019,Toyota,Corolla,Medium,Hit and Run,OH,Minor,Front,False,Clear,Dry,,2026-06-14,2026-06-15,Paint,Supplemental,Orlando,FL,1374.74,False,1
8103,5829,5294,48,1116.73,1348.99,1040.02,1036.91,2026-06-22,2026-06-23,Minor,95.87689592890383,2019,Toyota,Corolla,Medium,Hit and Run,OH,Minor,Front,False,Clear,Dry,,2026-06-14,2026-06-15,Parts,Repair,Orlando,FL,1374.74,False,1
8104,5829,5294,48,1079.04,1267.75,1035.35,1079.84,2026-06-22,2026-06-23,Minor,95.87689592890383,2019,Toyota,Corolla,Medium,Hit and Run,OH,Minor,Front,False,Clear,Dry,,2026-06-14,2026-06-15,Towing,Repair,Orlando,FL,1374.74,False,1
8105,5830,735,39,722.97,768.73,715.25,711.34,2025-05-02,2025-05-11,Minor,91.87677964125486,2025,Nissan,Altima,Low,Rear-end Collision,GA,Minor,Rear Left Corner,False,Clear,Dry,,2025-04-23,2025-04-25,Paint,Repair,Fresno,CA,729.21,False,1
8106,5831,109,62,1751.37,1541.41,1718.71,1724.42,2025-07-11,2025-07-16,Moderate,100.0,2022,Honda,Civic,Low,Parking Lot Incident,CA,Moderate,Rear Right Corner,True,Clear,Under Construction,,2025-07-03,2025-07-10,Paint,Repair,Jersey City,NJ,2436.74,False,1
8107,5832,3255,78,2822.48,2947.35,2739.9,2610.91,2026-04-26,2026-05-03,Moderate,100.0,2018,Honda,CR-V,Medium,Hit and Run,FL,Moderate,Passenger Side,False,Fog,Wet,,2026-04-21,2026-04-29,Towing,Repair,Sacramento,CA,2764.3,False,1
8108,5832,3255,78,3352.63,2947.01,2949.77,2885.98,2026-04-26,2026-05-03,Moderate,100.0,2018,Honda,CR-V,Medium,Hit and Run,FL,Moderate,Passenger Side,False,Fog,Wet,,2026-04-21,2026-04-29,Administrative,Repair,Sacramento,CA,2764.3,False,1
8109,5833,4016,131,3099.09,2881.52,2851.96,2697.17,2025-06-30,2025-07-14,Moderate,49.48260120222665,2014,Chevrolet,Silverado,High,Parking Lot Incident,CA,Moderate,Rear Right Corner,True,Clear,Dry,,2025-06-25,2025-07-01,Labor,Repair,Toledo,OH,3479.81,False,1
8110,5833,4016,131,2488.68,3086.62,2229.7,2144.46,2025-06-30,2025-07-14,Moderate,49.48260120222665,2014,Chevrolet,Silverado,High,Parking Lot Incident,CA,Moderate,Rear Right Corner,True,Clear,Dry,,2025-06-25,2025-07-01,Labor,Repair,Toledo,OH,3479.81,False,1
8111,5834,3338,109,1930.93,1489.34,1839.56,1853.94,2026-01-03,2026-01-11,Moderate,84.14410808929942,2008,Toyota,Camry,High,Side Impact,NY,Moderate,Rear Left Corner,False,Rain,Dry,,2025-12-31,2026-01-07,Parts,Repair,El Paso,TX,2661.22,False,1
8112,5834,3338,109,1914.47,2513.24,1729.34,1733.08,2026-01-03,2026-01-11,Moderate,84.14410808929942,2008,Toyota,Camry,High,Side Impact,NY,Moderate,Rear Left Corner,False,Rain,Dry,,2025-12-31,2026-01-07,Parts,Repair,El Paso,TX,2661.22,False,1
8113,5835,1713,137,3303.39,2887.78,3259.11,3283.14,2026-04-28,2026-05-02,Minor,89.11929591275332,2014,Mercedes-Benz,C-Class,Low,Parking Lot Incident,TX,Minor,Rear,False,Clear,Dry,,2026-04-23,2026-04-25,Paint,Supplemental,Erie,PA,1686.86,False,1
8114,5835,1713,137,2725.68,2946.74,2556.67,2630.09,2026-04-28,2026-05-02,Minor,89.11929591275332,2014,Mercedes-Benz,C-Class,Low,Parking Lot Incident,TX,Minor,Rear,False,Clear,Dry,,2026-04-23,2026-04-25,Labor,Repair,Erie,PA,1686.86,False,1
8115,5835,1713,137,2879.5,2909.29,2935.91,2871.69,2026-04-28,2026-05-02,Minor,89.11929591275332,2014,Mercedes-Benz,C-Class,Low,Parking Lot Incident,TX,Minor,Rear,False,Clear,Dry,,2026-04-23,2026-04-25,Parts,Repair,Erie,PA,1686.86,False,1
8116,5836,4298,15,5986.35,6244.55,5926.7,5757.94,2026-06-18,2026-07-13,Total Loss,95.4455394780434,2009,Toyota,Corolla,Medium,Hit and Run,CA,Total Loss,Front Left Corner,True,Clear,Under Construction,,2026-06-15,2026-06-18,Parts,Repair,El Paso,TX,5799.45,False,1
8117,5837,2380,185,3362.71,2813.79,3171.65,3080.67,2025-05-30,2025-06-22,Severe,78.35601937933511,2024,Toyota,Corolla,High,Parking Lot Incident,TX,Severe,Rear Right Corner,True,Clear,Icy,,2025-05-21,2025-05-22,Towing,Repair,Austin,TX,3836.69,False,1
8118,5838,709,192,15668.57,14009.37,14669.95,14810.01,2025-11-21,2025-12-20,Total Loss,70.12617937043296,2018,Tesla,Model 3,Medium,Parking Lot Incident,OH,Total Loss,Front Right Corner,False,Snow,Wet,,2025-11-19,2025-11-28,Administrative,Repair,Springfield,IL,21658.14,False,1
8119,5838,709,192,20653.12,15698.12,17472.99,17269.58,2025-11-21,2025-12-20,Total Loss,70.12617937043296,2018,Tesla,Model 3,Medium,Parking Lot Incident,OH,Total Loss,Front Right Corner,False,Snow,Wet,,2025-11-19,2025-11-28,Paint,Supplemental,Springfield,IL,21658.14,False,1
8120,5838,709,192,20590.74,13648.77,18904.15,19169.16,2025-11-21,2025-12-20,Total Loss,70.12617937043296,2018,Tesla,Model 3,Medium,Parking Lot Incident,OH,Total Loss,Front Right Corner,False,Snow,Wet,,2025-11-19,2025-11-28,Labor,Supplemental,Springfield,IL,21658.14,False,1
8121,5839,5556,123,3365.52,3183.53,3290.95,3440.72,2025-08-08,2025-08-19,Severe,100.0,2014,Toyota,Corolla,High,Parking Lot Incident,PA,Severe,Rear Right Corner,True,Wind,Dry,,2025-08-02,2025-08-09,Labor,Repair,Springfield,IL,4138.03,False,1
8122,5840,5063,110,13774.19,9636.83,12572.31,12964.14,2025-11-25,2025-12-28,Total Loss,100.0,2015,Ford,F-150,Medium,Rollover,FL,Total Loss,Driver Side,True,Clear,Dry,,2025-11-17,2025-11-21,Labor,Repair,Jersey City,NJ,10603.3,False,1
8123,5841,1932,1,1257.66,848.19,1255.87,1266.28,2025-08-01,2025-08-02,Minor,98.1708433399535,2015,Honda,Civic,Low,Parking Lot Incident,IL,Minor,Front,False,Snow,Dry,,2025-07-28,2025-08-03,Parts,Repair,Savannah,GA,1053.33,False,1
8124,5842,2859,54,932.4,838.76,847.44,903.88,2025-08-13,2025-08-14,Minor,98.85660095113523,2023,Nissan,Altima,Medium,Head-on Collision,NY,Minor,Passenger Side,False,Clear,Dry,,2025-08-07,2025-08-11,Parts,Repair,Toledo,OH,863.88,False,1
